timestamp,accel_device_id_primary,accel_device_ids[0],accel_device_ids[1],accel_device_ids[2],accel_device_ids[3],accel_inconsistency_m_s_s[0],accel_inconsistency_m_s_s[1],accel_inconsistency_m_s_s[2],accel_inconsistency_m_s_s[3],gyro_device_id_primary,gyro_device_ids[0],gyro_device_ids[1],gyro_device_ids[2],gyro_device_ids[3],gyro_inconsistency_rad_s[0],gyro_inconsistency_rad_s[1],gyro_inconsistency_rad_s[2],gyro_inconsistency_rad_s[3],accel_healthy[0],accel_healthy[1],accel_healthy[2],accel_healthy[3],gyro_healthy[0],gyro_healthy[1],gyro_healthy[2],gyro_healthy[3]
204000,1310988,1310988,1310996,1311004,0,0.015573828,0.0023226584,0.014364248,0.0,1310988,1310988,1310996,1311004,0,0.00036366726,0.00025913533,0.00018684457,0.0,1,1,1,0,1,1,1,0
396000,1310988,1310988,1310996,1311004,0,0.00072973286,0.0008034407,0.00052700046,0.0,1310988,1310988,1310996,1311004,0,0.00020349504,0.00011107627,9.28888e-05,0.0,1,1,1,0,1,1,1,0
596000,1310988,1310988,1310996,1311004,0,0.0022894077,0.0011852452,0.0011034062,0.0,1310988,1310988,1310996,1311004,0,0.000100792844,5.0553386e-05,5.0254308e-05,0.0,1,1,1,0,1,1,1,0
796000,1310988,1310988,1310996,1311004,0,0.0013819452,0.0006907352,0.0006907352,0.0,1310988,1310988,1310996,1311004,0,5.7405552e-05,2.8702781e-05,2.8702781e-05,0.0,1,1,1,0,1,1,1,0
996000,1310988,1310988,1310996,1311004,0,0.0015535614,0.00066135934,0.0013310472,0.0,1310988,1310988,1310996,1311004,0,7.3804644e-05,0.0001064732,4.317085e-05,0.0,1,1,1,0,1,1,1,0
1196000,1310988,1310988,1310996,1311004,0,0.0049890513,0.0058335965,0.0057343394,0.0,1310988,1310988,1310996,1311004,0,0.00048398878,0.0003233795,0.000488251,0.0,1,1,1,0,1,1,1,0
1396000,1310988,1310988,1310996,1311004,0,0.0020400295,0.0025835303,0.00096599455,0.0,1310988,1310988,1310996,1311004,0,9.239289e-05,0.00030371893,0.00038806794,0.0,1,1,1,0,1,1,1,0
1600000,1310988,1310988,1310996,1311004,0,0.0017747016,0.002963879,0.0019489673,0.0,1310988,1310988,1310996,1311004,0,0.000505759,0.0006406765,0.00021547303,0.0,1,1,1,0,1,1,1,0
1800000,1310988,1310988,1310996,1311004,0,0.0020045785,0.0049072383,0.0040114145,0.0,1310988,1310988,1310996,1311004,0,0.00020200145,0.00033296095,0.000511908,0.0,1,1,1,0,1,1,1,0
2000000,1310988,1310988,1310996,1311004,0,0.0015321457,0.00060820155,0.0014635301,0.0,1310988,1310988,1310996,1311004,0,0.00019584682,0.00017650568,0.00016449696,0.0,1,1,1,0,1,1,1,0
