timestamp,mag_inconsistency_angle
496000,6.6983166e-09
992000,9.351705e-09
1496000,0.00032969707
1992000,3.2791628e-05
2496000,3.1049149e-06
2992000,3.175577e-07
3500000,3.8207144e-08
3992000,0.00031799043
4488000,3.1627147e-05
4996000,2.994599e-06
5500000,2.908064e-07
5996000,3.5906186e-08
6500000,1.1522767e-08
6996000,8.618822e-09
7492000,8.093324e-09
7996000,8.609766e-09
8492000,9.066334e-09
9000000,8.1829095e-09
9492000,8.323915e-09
10000000,6.754628e-09
10496000,0.0012676248
11000000,0.00011975826
11496000,1.191691e-05
12000000,0.0003439155
12496000,3.4206692e-05
12992000,0.00010294946
13496000,9.733345e-06
13992000,0.00019957892
14500000,1.8860486e-05
14992000,1.8828754e-06
15488000,1.9318088e-07
15996000,2.562025e-08
16304000,1.1818167e-08
