timestamp,alt_max,freefall,ground_contact,maybe_landed,landed,in_ground_effect,in_descend,has_low_throttle,vertical_movement,horizontal_movement,close_to_ground_or_skipped_check
504000,inf,0,1,1,1,0,0,1,1,0,1
1504000,inf,0,1,1,1,0,0,1,0,0,1
2504000,inf,0,1,1,1,0,0,1,0,0,1
3504000,inf,0,1,1,1,0,0,1,0,0,1
4504000,inf,0,1,1,1,0,0,1,0,0,1
5504000,inf,0,1,1,1,0,0,1,0,0,1
6436000,inf,0,1,1,1,1,1,1,0,0,1
7436000,inf,0,1,1,1,1,1,1,0,0,1
8436000,inf,0,1,1,1,1,1,1,0,0,1
9436000,inf,0,1,1,1,1,1,1,0,0,1
9624000,inf,0,1,1,1,0,0,1,0,0,1
10624000,inf,0,1,1,1,0,0,1,0,0,1
11624000,inf,0,1,1,1,0,0,1,0,0,1
12624000,inf,0,1,1,1,0,0,1,0,0,1
13624000,inf,0,1,1,1,0,0,1,0,0,1
14624000,inf,0,1,1,1,0,0,1,0,0,1
15624000,inf,0,1,1,1,0,0,1,0,0,1
15656000,inf,0,1,1,1,1,0,1,0,0,1
16376000,inf,0,1,0,0,1,0,1,0,0,1
16384000,inf,0,0,0,0,1,0,1,0,0,1
17384000,inf,0,0,0,0,1,0,0,0,0,1
18384000,inf,0,0,0,0,1,0,0,0,0,1
19384000,inf,0,0,0,0,1,0,0,1,0,1
20384000,inf,0,0,0,0,1,0,0,1,0,1
21376000,inf,0,0,0,0,0,0,0,0,0,1
22376000,inf,0,0,0,0,0,0,0,0,0,1
23376000,inf,0,0,0,0,0,0,0,0,0,1
24376000,inf,0,0,0,0,0,0,0,0,0,1
25376000,inf,0,0,0,0,0,0,0,0,0,1
26376000,inf,0,0,0,0,0,0,0,0,0,1
27376000,inf,0,0,0,0,0,0,0,0,0,1
28376000,inf,0,0,0,0,0,0,0,0,0,1
29376000,inf,0,0,0,0,0,0,0,0,0,1
30376000,inf,0,0,0,0,0,0,0,0,0,1
31376000,inf,0,0,0,0,0,0,0,0,0,1
32376000,inf,0,0,0,0,0,0,0,0,0,1
33376000,inf,0,0,0,0,0,0,0,0,0,1
34376000,inf,0,0,0,0,0,0,0,0,0,1
35376000,inf,0,0,0,0,0,0,0,0,0,1
36376000,inf,0,0,0,0,0,0,0,0,0,1
37376000,inf,0,0,0,0,0,0,0,0,0,1
38376000,inf,0,0,0,0,0,0,0,0,0,1
39376000,inf,0,0,0,0,0,0,0,0,0,1
40376000,inf,0,0,0,0,0,0,0,0,0,1
41380000,inf,0,0,0,0,0,0,0,0,0,1
42380000,inf,0,0,0,0,0,0,0,0,0,1
43380000,inf,0,0,0,0,0,0,0,0,0,1
44380000,inf,0,0,0,0,0,0,0,0,0,1
45380000,inf,0,0,0,0,0,0,0,0,0,1
46380000,inf,0,0,0,0,0,0,0,0,0,1
47380000,inf,0,0,0,0,0,0,0,0,0,1
48380000,inf,0,0,0,0,0,0,0,0,0,1
49380000,inf,0,0,0,0,0,0,0,0,0,1
50380000,inf,0,0,0,0,0,0,0,0,0,1
51380000,inf,0,0,0,0,0,0,0,0,0,1
52380000,inf,0,0,0,0,0,0,0,0,0,1
53380000,inf,0,0,0,0,0,0,0,0,0,1
54380000,inf,0,0,0,0,0,0,0,0,0,1
55380000,inf,0,0,0,0,0,0,0,0,0,1
56380000,inf,0,0,0,0,0,0,0,0,0,1
57380000,inf,0,0,0,0,0,0,0,0,0,1
58380000,inf,0,0,0,0,0,0,0,0,0,1
59380000,inf,0,0,0,0,0,0,0,0,1,1
60380000,inf,0,0,0,0,0,0,0,0,0,1
61380000,inf,0,0,0,0,0,0,0,0,0,1
62380000,inf,0,0,0,0,0,0,0,0,0,1
63380000,inf,0,0,0,0,0,0,0,0,0,1
64380000,inf,0,0,0,0,0,0,0,0,0,1
65380000,inf,0,0,0,0,0,0,0,0,0,1
66380000,inf,0,0,0,0,0,0,0,0,0,1
67380000,inf,0,0,0,0,0,0,0,0,1,1
68380000,inf,0,0,0,0,0,0,0,0,0,1
69380000,inf,0,0,0,0,0,0,0,0,0,1
70380000,inf,0,0,0,0,0,0,0,0,0,1
71380000,inf,0,0,0,0,0,0,0,0,0,1
72380000,inf,0,0,0,0,0,0,0,0,0,1
73380000,inf,0,0,0,0,0,0,0,0,0,1
74380000,inf,0,0,0,0,0,0,0,0,0,1
75380000,inf,0,0,0,0,0,0,0,0,0,1
76372000,inf,0,0,0,0,1,1,0,1,0,1
77372000,inf,0,0,0,0,1,1,0,1,0,1
78372000,inf,0,0,0,0,1,1,0,1,0,1
79372000,inf,0,0,0,0,1,1,0,1,0,1
80372000,inf,0,0,0,0,1,1,0,1,0,1
81372000,inf,0,0,0,0,1,1,1,1,0,1
82372000,inf,0,0,0,0,1,1,1,1,0,1
83132000,inf,0,1,0,0,1,1,1,0,0,1
83492000,inf,0,1,1,0,1,1,1,0,0,1
83832000,inf,0,1,1,1,1,1,1,0,0,1
84832000,inf,0,1,1,1,1,1,1,0,0,1
85832000,inf,0,1,1,1,1,1,1,0,0,1
