timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,105.703125,129.53815,0,6,7469,1024000,0,3,253
2000000,156.45898,86.15583,0,58,10535,1024000,0,3,253
3000000,214.56836,76.196144,0,118,7124,1024000,0,3,253
4000000,268.85938,70.45581,0,179,6777,1024000,0,3,253
5000000,322.6797,67.001595,0,245,7912,1024000,0,3,253
6000000,378.31543,65.047356,0,305,8964,1024000,0,3,253
7000000,440.64746,64.64898,0,360,8203,1024000,0,3,253
8000000,500.70508,64.061554,0,420,10317,1024000,0,3,253
9000000,561.41895,63.681824,0,476,10895,1024000,0,3,253
10000000,622.5117,63.418068,0,529,11014,1024000,0,3,253
11000000,683.3252,63.177254,0,589,10139,1024000,0,3,253
12000000,743.1094,62.890095,0,645,10374,1024000,0,3,253
13000000,803.12695,62.665962,0,709,10342,1024000,0,3,253
14000000,863.27734,62.483883,0,759,10368,1024000,0,3,253
15000000,923.7793,62.350117,0,827,10230,1024000,0,3,253
16000000,982.9717,62.15046,0,890,10496,1024000,0,3,253
17000000,1046.2666,62.21852,0,957,8086,1024000,0,3,253
18000000,1105.2969,62.039566,0,1013,9253,1024000,0,3,253
19000000,1165.3975,61.936516,0,1074,9862,1024000,0,3,253
20000000,1229.0684,62.02404,0,1134,6931,1024000,0,3,253
21000000,1290.6895,62.00468,0,1192,6720,1024000,0,3,253
22000000,1347.5576,61.769234,0,1249,10951,1024000,0,3,253
23000000,1409.3828,61.771687,0,1309,9820,1024000,0,3,253
24000000,1469.3955,61.697826,0,1365,10769,1024000,0,3,253
25000000,1532.3525,61.74857,0,1418,8709,1024000,0,3,253
26000000,1592.2168,61.675583,0,1478,9180,1024000,0,3,253
27000000,1652.9922,61.64201,0,1538,7874,1024000,0,3,253
28000000,1711.5996,61.532917,0,1600,9602,1024000,0,3,253
29000000,1773.4219,61.542957,0,1661,7824,1024000,0,3,253
30000000,1831.3291,61.42102,0,1724,9988,1024000,0,3,253
31000000,1891.1562,61.369297,0,1783,10593,1024000,0,3,253
32000000,1952.3447,61.363613,0,1834,9900,1024000,0,3,253
33000000,2012.1914,61.317387,0,1898,10165,1024000,0,3,253
34000000,2073.1797,61.307655,0,1953,10077,1024000,0,3,253
35000000,2133.58,61.281597,0,2012,9399,1024000,0,3,253
36000000,2193.8896,61.254456,0,2068,9110,1024000,0,3,253
37000000,2252.4727,61.181892,0,2130,9742,1024000,0,3,253
38000000,2312.7695,61.158493,0,2185,9586,1024000,0,3,253
39000000,2372.3555,61.11798,0,2244,9862,1024000,0,3,253
40000000,2432.5645,61.09515,0,2294,9686,1024000,0,3,253
41000000,2492.62,61.06968,0,2351,9411,1024000,0,3,253
42000000,2551.8223,61.02502,0,2404,9686,1024000,0,3,253
43000000,2612.3242,61.012802,0,2456,9254,1024000,0,3,253
44000000,2673.1348,61.00819,0,2516,8082,1024000,0,3,253
45000000,2732.1152,60.96294,0,2565,8957,1024000,0,3,253
46000000,2791.128,60.920372,0,2619,9686,1024000,0,3,253
47000000,2852.4883,60.92977,0,2676,7727,1024000,0,3,253
48000000,2910.2178,60.862843,0,2727,9908,1024000,0,3,253
49000000,2971.5732,60.872936,0,2786,8144,1024000,0,3,253
50000000,3030.7998,60.83989,0,2841,8458,1024000,0,3,253
51000000,3090.8945,60.825226,0,2900,8119,1024000,0,3,253
52000000,3150.4268,60.80027,0,2953,8030,1024000,0,3,253
53000000,3210.4893,60.7863,0,3008,7833,1024000,0,3,253
54000000,3268.0225,60.725853,0,3068,9643,1024000,0,3,253
55000000,3327.996,60.71213,0,3120,9646,1024000,0,3,253
56000000,3389.413,60.72476,0,3178,7977,1024000,0,3,253
57000000,3448.4443,60.694954,0,3228,9833,1024000,0,3,253
58000000,3509.9502,60.708977,0,3289,8019,1024000,0,3,253
59000000,3568.5488,60.673096,0,3345,9576,1024000,0,3,253
60000000,3629.7432,60.68181,0,3406,8321,1024000,0,3,253
61000000,3688.9385,60.657368,0,3456,9406,1024000,0,3,253
62000000,3750.3828,60.670097,0,3507,7985,1024000,0,3,253
63000000,3808.3066,60.62638,0,3559,9572,1024000,0,3,253
64000000,3867.6455,60.6062,0,3616,9686,1024000,0,3,253
65000000,3927.0752,60.58805,0,3672,9792,1024000,0,3,253
66000000,3986.288,60.567158,0,3727,9786,1024000,0,3,253
67000000,4045.8174,60.551624,0,3783,10150,1024000,0,3,253
68000000,4106.4746,60.55318,0,3830,10451,1024000,0,3,253
69000000,4166.7217,60.548737,0,3885,10291,1024000,0,3,253
70000000,4227.58,60.55317,0,3941,9858,1024000,0,3,253
71000000,4287.7637,60.54795,0,3999,10664,1024000,0,3,253
72000000,4349.2393,60.560867,0,4058,9979,1024000,0,3,253
73000000,4409.6504,60.558807,0,4114,10602,1024000,0,3,253
74000000,4470.823,60.56713,0,4169,10427,1024000,0,3,253
75000000,4532.8076,60.586075,0,4221,9384,1024000,0,3,253
76000000,4593.2197,60.583775,0,4269,10806,1024000,0,3,253
77000000,4654.795,60.596684,0,4324,10092,1024000,0,3,253
78000000,4715.967,60.60408,0,4382,9576,1024000,0,3,253
79000000,4776.5576,60.60391,0,4443,9529,1024000,0,3,253
80000000,4837.706,60.610733,0,4497,9357,1024000,0,3,253
81000000,4898.218,60.60951,0,4554,9471,1024000,0,3,253
82000000,4958.9688,60.611237,0,4612,9626,1024000,0,3,253
83000000,5022.129,60.642014,0,4678,7178,1024000,0,3,253
84000000,5082.552,60.639397,0,4734,9074,1024000,0,3,253
85000000,5146.675,60.68047,0,4799,7706,1024000,0,3,253
86000000,5205.326,60.656826,0,4852,10848,1024000,0,3,253
