timestamp,load,ram_usage
1004000,0.12,0.47726867
1504000,0.06,0.47674596
2004000,0.078431375,0.47691888
2504000,0.078431375,0.4766972
3004000,0.06666667,0.47677258
3504000,0.06,0.47493064
4004000,0.083333336,0.47510108
4504000,0.06,0.47524396
5004000,0.08,0.47556368
5504000,0.08,0.47537842
6004000,0.078431375,0.47366112
6504000,0.06666667,0.47406608
7004000,0.08,0.47443408
7504000,0.06666667,0.47416806
8004000,0.078431375,0.47406557
8504000,0.08,0.4740912
9004000,0.08,0.47402322
9504000,0.06666667,0.47400746
10004000,0.1,0.47419515
10504000,0.06,0.4740922
11004000,0.08,0.47404143
11504000,0.08,0.4741907
12004000,0.09803922,0.47418332
12504000,0.08,0.4741582
13004000,0.08,0.4742252
13504000,0.078431375,0.47416312
14004000,0.06,0.4741523
14504000,0.1,0.47412568
15004000,0.08,0.47400352
15504000,0.08,0.47409466
16004000,0.06,0.47413996
16504000,0.1,0.4741232
17004000,0.05882353,0.47422814
17504000,0.08,0.47421733
18004000,0.08,0.47423604
18504000,0.08,0.47425228
19004000,0.08,0.47413555
19504000,0.05882353,0.4741572
20004000,0.08,0.4741858
20504000,0.08,0.4742183
21004000,0.08,0.47425967
21504000,0.078431375,0.47425377
22004000,0.08,0.47422174
22504000,0.08,0.47421533
23004000,0.078431375,0.47427544
23504000,0.06,0.4741848
24004000,0.08,0.47420105
24504000,0.08,0.4740784
25004000,0.08,0.4740853
25504000,0.06,0.47414735
26004000,0.06,0.47411582
26504000,0.1,0.4741311
27004000,0.08,0.47366163
27504000,0.06,0.47374982
28004000,0.08,0.473838
28504000,0.06,0.47386557
29004000,0.078431375,0.4738454
29504000,0.08,0.47391436
30004000,0.08,0.47387198
30504000,0.06,0.4739631
31004000,0.08,0.47382912
31504000,0.06666667,0.4736641
32004000,0.08,0.4737838
32504000,0.06,0.4736971
33004000,0.08,0.4736774
33504000,0.08,0.47364587
34004000,0.06,0.47376162
34504000,0.078431375,0.47373208
35004000,0.08,0.4738365
35504000,0.06,0.4737779
36004000,0.08,0.47384933
36504000,0.08,0.4737439
37004000,0.06,0.47377148
37504000,0.06666667,0.47375277
38004000,0.1,0.47385523
38504000,0.039215688,0.47388184
39004000,0.072463766,0.47388873
39504000,0.05882353,0.4739104
40004000,0.1,0.47396165
40504000,0.06,0.47404587
41004000,0.08,0.47403848
41504000,0.06,0.4740503
42004000,0.078431375,0.47408873
42504000,0.06,0.4740774
43004000,0.1,0.47385672
43504000,0.06,0.47396016
44004000,0.08,0.47375128
44504000,0.06,0.47387788
45004000,0.08,0.47392273
45504000,0.08,0.47400597
46004000,0.078431375,0.47394982
46504000,0.06,0.47395867
47004000,0.08,0.47380695
47504000,0.08,0.473838
48004000,0.078431375,0.47441733
48504000,0.05,0.47457692
49004000,0.06666667,0.4745582
49504000,0.06,0.47460157
50004000,0.1,0.47456363
50504000,0.06,0.47463015
51004000,0.08,0.4745508
51504000,0.06,0.4745385
52004000,0.09803922,0.47465032
52504000,0.06,0.4746257
53004000,0.08,0.47450894
53504000,0.06,0.4745582
54004000,0.08,0.47460896
54504000,0.06,0.47462472
55004000,0.08,0.474606
55504000,0.08,0.47461438
56004000,0.08,0.47461733
56504000,0.078431375,0.47402912
57004000,0.08,0.47415867
57504000,0.06,0.47432274
58004000,0.08,0.47441387
58504000,0.08,0.47432026
59004000,0.06,0.4743587
59504000,0.083333336,0.47435376
60004000,0.06557377,0.47433898
60504000,0.06,0.4740498
61004000,0.08,0.47415474
61504000,0.08,0.4740759
62004000,0.08,0.47412667
62504000,0.08,0.47410154
63004000,0.08,0.47414735
63504000,0.05882353,0.47426215
64004000,0.08,0.47423407
64504000,0.06,0.47437102
65004000,0.08,0.474407
65504000,0.08,0.47442275
66004000,0.06,0.47442716
66504000,0.06,0.47410893
67004000,0.1,0.47422865
67504000,0.06,0.47429958
68004000,0.078431375,0.4742188
68504000,0.08,0.47424293
69004000,0.06,0.47425228
69504000,0.09803922,0.47423062
70004000,0.08,0.47426757
70504000,0.08,0.47435376
71004000,0.06,0.47439024
71504000,0.08,0.47412863
72004000,0.06,0.47436905
72504000,0.08,0.47424096
73004000,0.078431375,0.47417298
73504000,0.08,0.4741597
74004000,0.06,0.47403997
74504000,0.08,0.4739577
75004000,0.06,0.4737833
75504000,0.08,0.47380647
76004000,0.08,0.4737907
76504000,0.08,0.47377986
77004000,0.06,0.47384045
77504000,0.1,0.47384587
78004000,0.08,0.4738114
78504000,0.05882353,0.473803
79004000,0.1,0.47385326
79504000,0.06,0.47389612
80004000,0.1,0.47389564
80504000,0.06,0.47386608
81004000,0.06666667,0.47388625
81504000,0.08,0.47368625
82004000,0.08,0.47383207
82504000,0.08,0.4738242
83004000,0.09803922,0.47392124
83504000,0.08,0.47434786
84004000,0.06,0.47403702
84504000,0.05882353,0.47416016
85004000,0.08,0.4742666
85504000,0.1,0.47433308
86004000,0.08,0.47424343
