timestamp,rtl_time_s,rtl_limit_fraction
6404000,1.2793618e-11,1.4215132e-14
7436000,0.04209197,4.676886e-05
8444000,0.030120943,3.3467717e-05
9452000,0.031544283,3.5049205e-05
10456000,0.042509872,4.7233192e-05
11464000,0.03354392,3.727102e-05
12464000,0.043329,4.8143334e-05
13476000,0.06114505,6.793895e-05
14484000,0.079110965,8.7901084e-05
15484000,0.014280203,1.5866894e-05
16484000,0.0057837702,6.4264113e-06
17496000,0.07313571,8.1261904e-05
18504000,0.11340277,0.00012600308
19516000,0.29394233,0.0003266026
20524000,0.9842889,0.0010936543
21524000,1.4397582,0.0015997314
22536000,1.7547233,0.0019496926
23544000,2.1905622,0.0024339582
24556000,2.2672122,0.0025191247
25564000,2.2523625,0.002502625
26564000,2.2182422,0.0024647138
27576000,2.3080516,0.002564502
28584000,2.484187,0.002760208
29596000,2.5607603,0.0028452894
30604000,2.5475447,0.0028306055
31604000,2.522995,0.002803328
32616000,2.5132287,0.0027924764
33624000,2.507344,0.002785938
34636000,2.4973004,0.0027747783
35644000,2.5257301,0.002806367
36644000,2.6294746,0.0029216385
37656000,2.6894588,0.0029882877
38664000,2.6852934,0.0029836595
39676000,2.6706076,0.002967342
40680000,2.6686163,0.0029651294
41692000,2.660584,0.0029562046
42700000,2.6473475,0.0029414974
43700000,2.5583715,0.0028426351
44712000,2.477554,0.002752838
45720000,2.4848864,0.002760985
46732000,2.487747,0.0027641633
47740000,2.5022292,0.002780255
48740000,2.4874966,0.0027638853
49752000,2.4899383,0.0027665982
50760000,2.5085616,0.0027872908
51772000,2.3444629,0.0026049588
52780000,2.1309414,0.0023677128
53780000,2.1314826,0.002368314
54792000,2.122669,0.0023585213
55800000,2.1229367,0.002358819
56812000,2.144145,0.0023823834
57820000,2.1394064,0.0023771184
58820000,2.1420627,0.0023800698
59832000,2.4115593,0.0026795105
60840000,2.684023,0.0029822479
61852000,2.7538664,0.003059852
62860000,2.7296264,0.0030329186
63860000,2.6996143,0.0029995714
64872000,2.680869,0.0029787435
65880000,2.6764839,0.002973871
66892000,2.6675718,0.0029639688
67900000,2.3778439,0.002642049
68900000,2.0954545,0.002328283
69912000,2.0737188,0.002304132
70920000,2.0400958,0.0022667733
71932000,2.0083568,0.0022315078
72940000,1.9925582,0.0022139538
73940000,1.9662018,0.0021846688
74952000,1.9633596,0.002181511
75952000,1.9439616,0.0021599575
76952000,1.2947515,0.0014386128
77960000,0.6085299,0.00067614444
78972000,0.055794504,6.1993895e-05
79980000,0.18849698,0.0002094411
80992000,0.34277198,0.0003808578
81992000,0.4021323,0.00044681368
83000000,0.43851805,0.0004872423
84012000,0.37875533,0.00042083926
85020000,0.2827222,0.00031413577
86052000,0.19318946,0.00021465497
