timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
500000,496000,1310988,1310988,-3.1958045e-06,-1.9174828e-05,-8.521963e-06,0.000100556485,0.005535396,-0.04267426,4000,4000,0,0
1000000,996000,1310988,1310988,1.4913707e-05,1.7044233e-05,-2.1305268e-06,0.00017717092,-0.0040940843,-0.03822583,4000,4000,0,0
1500000,1496000,1310988,1310988,4.4741115e-05,1.3848414e-05,9.587402e-06,-0.00051235914,-0.0008571236,-0.03823062,4000,4000,0,0
2000000,1996000,1310988,1310988,4.1545318e-05,2.2370561e-05,-1.1717904e-05,0.0001101333,-0.00011492101,-0.03916914,4000,4000,0,0
2500000,2496000,1310988,1310988,2.2370557e-05,-2.1305293e-06,1.5944423e-11,7.6614466e-05,0.003179501,-0.039106894,4000,4000,0,0
3000000,2996000,1310988,1310988,5.326361e-06,1.7044233e-05,-1.06526295e-05,-0.0003399767,-0.0010151408,-0.03877649,4000,4000,0,0
3500000,3496000,1310988,1310988,1.9174751e-05,-9.587378e-06,-6.3916186e-06,-0.00019153614,0.0037397444,-0.040299203,4000,4000,0,0
4000000,3996000,1310988,1310988,-1.4913677e-05,-1.1717919e-05,1.5978987e-05,0.00051235914,-0.0047979807,-0.0370383,4000,4000,0,0
4500000,4496000,1310988,1310988,-6.3915845e-06,1.3848438e-05,3.1958007e-06,-1.9153626e-05,0.001877055,-0.04032794,4000,4000,0,0
5000000,4996000,1310988,1310988,1.3848459e-05,7.4568325e-06,-8.522101e-06,0.0,-0.005133168,-0.037555452,4000,4000,0,0
5500000,5496000,1310988,1310988,1.7210957e-11,-1.4913671e-05,-2.2370576e-05,0.0007422026,-0.0052480907,-0.037071817,4000,4000,0,0
6000000,5996000,1310988,1310988,3.0261028e-12,4.2610504e-06,-5.3263284e-06,-0.0004405332,-0.0053678006,-0.036961686,4000,4000,0,0
6500000,6496000,1310988,1310988,-5.3263143e-06,-4.2610623e-06,9.587383e-06,-0.00019153615,0.0026767186,-0.038719036,4000,4000,0,0
7000000,6996000,1310988,1310988,1.9174744e-05,-2.6631658e-05,-2.130525e-05,-0.0002825158,0.0048267124,-0.042023037,4000,4000,0,0
7500000,7496000,1310988,1310988,-9.587388e-06,-3.4197504e-12,1.1717904e-05,-0.0002777274,0.0008092409,-0.038872268,4000,4000,0,0
8000000,7996000,1310988,1310988,2.1305075e-06,-1.5978974e-05,2.1304995e-06,0.00072783744,-0.0050230348,-0.03687071,4000,4000,0,0
8500000,8496000,1310988,1310988,-6.391598e-06,2.6631613e-05,-5.326314e-06,-0.00042137952,-0.0009481033,-0.03904464,4000,4000,0,0
9000000,8996000,1310988,1310988,-2.982741e-05,1.8109504e-05,8.522098e-06,0.00045489834,-0.0020542243,-0.037866693,4000,4000,0,0
9500000,9496000,1310988,1310988,1.0652617e-05,1.1717931e-05,3.195814e-06,-0.00024899698,-0.0016424219,-0.039130833,4000,4000,0,0
10000000,9996000,1310988,1310988,1.834575e-11,6.3915627e-06,1.810951e-05,-6.703767e-05,0.0005171483,-0.039030284,4000,4000,0,0
10500000,10496000,1310988,1310988,-2.8762115e-05,-9.587356e-06,2.0240077e-05,0.00015801731,0.0015035595,-0.040955216,4000,4000,0,0
11000000,10996000,1310988,1310988,9.587383e-06,-1.06527e-06,1.2783172e-05,0.0006607998,0.003773263,-0.03963841,4000,4000,0,0
11500000,11496000,1310988,1310988,-2.0240019e-05,-1.704424e-05,-5.3263257e-06,-0.00014844052,-0.004955997,-0.037272934,4000,4000,0,0
12000000,11996000,1310988,1310988,4.350023e-12,1.0652685e-06,-5.3263216e-06,5.7460842e-05,0.00088585535,-0.038685516,4000,4000,0,0
12500000,12496000,1310988,1310988,1.1717926e-05,-7.456841e-06,8.522104e-06,-0.00018195936,-0.00090500753,-0.038235407,4000,4000,0,0
13000000,12996000,1310988,1310988,-2.5566365e-05,-1.4913677e-05,3.1957975e-06,-0.0009145851,-0.0013934248,-0.03774699,4000,4000,0,0
13500000,13496000,1310988,1310988,-1.2860935e-11,-2.1305303e-05,1.1717887e-05,-0.00022505497,0.002978388,-0.03993529,4000,4000,0,0
14000000,13996000,1310988,1310988,2.130541e-06,-2.1305288e-05,3.1957925e-06,5.7460846e-05,0.0016184814,-0.040423702,4000,4000,0,0
14500000,14496000,1310988,1310988,4.2610518e-05,-3.8349608e-05,-6.3915145e-06,-7.1826056e-05,0.0013120235,-0.04023696,4000,4000,0,0
15000000,14996000,1310988,1310988,-1.597895e-05,-3.1958623e-06,2.5566354e-05,-3.8307233e-05,0.008968682,-0.044345412,4000,4000,0,0
15500000,15496000,1310988,1310988,1.7044236e-05,7.4568393e-06,6.391596e-06,0.0012545617,-0.0070772604,-0.037081398,4000,4000,0,0
16000000,15996000,1310988,1310988,-3.4088494e-05,-1.49137195e-05,-1.2783084e-05,0.0005506664,-0.0076662344,-0.03665044,4000,4000,0,0
16500000,16496000,1310988,1310988,-1.0652558e-06,-1.5978967e-05,-1.065292e-06,-0.00026815064,-0.013120226,-0.03338954,4000,4000,0,0
17000000,16996000,1310988,1310988,2.130499e-06,2.3435814e-05,1.1717931e-05,0.00010534488,-0.00010534436,-0.037881058,4000,4000,0,0
17500000,17496000,1310988,1310988,1.597896e-05,2.1305434e-06,1.3848447e-05,9.576807e-05,0.005621587,-0.042564124,4000,4000,0,0
18000000,17996000,1310988,1310988,2.3435825e-05,1.0652825e-06,1.3848432e-05,1.9153613e-05,-0.0013742713,-0.038168367,4000,4000,0,0
18500000,18496000,1310988,1310988,-1.0652634e-05,3.1957975e-06,-2.024003e-05,-0.00015801731,-0.00073262514,-0.039059013,4000,4000,0,0
