timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6404000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
75644000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
83860000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83912000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83960000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84012000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84060000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84112000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84160000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84212000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84260000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84312000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84360000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84412000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84460000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84512000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84560000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84612000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84660000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84716000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84772000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84820000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84872000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84920000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
84972000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85020000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85072000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85120000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85172000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85220000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85272000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85320000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85372000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85420000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85472000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85520000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85572000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85620000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85672000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85720000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85724000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85780000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
85832000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
