timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1012000,0.0,0.0,488.02078,0.0,0.0,0.0,0.0,1,0,0,0
8008000,47.39774205261726,8.54559387692396,488.0223,0.016970266,-0.0017368967,-0.0015280613,1.57887,1,1,1,0
14656000,47.39774174597927,8.545593954593077,487.9946,-0.017126324,0.0041091335,0.026170904,1.5862606,1,1,1,0
16480000,47.39774210068269,8.545594078667513,488.0041,0.022314897,0.013448018,0.016682217,1.5875126,1,1,1,0
23020000,47.39774210068269,8.545594078667513,488.0041,0.022314897,0.013448018,0.016682217,1.588777,1,1,1,0
