timestamp,speed_xy,speed_up,speed_down,want_takeoff
8752000,5.0,3.0,1.0,0
8772000,5.0,3.0,1.0,0
9612000,5.0,3.0,1.0,0
75692000,5.0,3.0,1.0,0
75712000,5.0,3.0,1.0,0
76692000,5.0,3.0,1.0,0
77692000,5.0,3.0,1.0,0
