timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
396000,1660083623022252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.04,0.04,0.0,0.0,0.017453292,0,nan,nan,3,0,1,10,0
596000,1660083623222252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.04,0.04,0.0,0.0,0.072256625,0,nan,nan,3,0,1,10,0
996000,1660083623623252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,4.249353,0,nan,nan,3,0,1,10,0
1396000,1660083624023252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,1.5022049,0,nan,nan,3,0,1,10,0
1796000,1660083624422252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.02,1.7715092,0,nan,nan,3,0,1,10,0
2196000,1660083624823252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.7754223,0,nan,nan,3,0,1,10,0
2596000,1660083625222252,473977419,85455939,488038,488038,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.5234242,0,nan,nan,3,0,1,10,0
2996000,1660083625622252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,-0.02,3.8669515,0,nan,nan,3,0,1,10,0
3396000,1660083626023252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,6.1025434,0,nan,nan,3,0,1,10,0
3796000,1660083626423252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.4929004,0,nan,nan,3,0,1,10,0
4196000,1660083626823252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.1157889,0,nan,nan,3,0,1,10,0
4596000,1660083627222252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.105216,0,nan,nan,3,0,1,10,0
4996000,1660083627622252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.993212,0,nan,nan,3,0,1,10,0
5396000,1660083628022252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,-0.01,5.342453,0,nan,nan,3,0,1,10,0
5796000,1660083628423252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.02,6.061528,0,nan,nan,3,0,1,10,0
6196000,1660083628823252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.7719784,0,nan,nan,3,0,1,10,0
6596000,1660083629222252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.3871876,0,nan,nan,3,0,1,10,0
6996000,1660083629622252,473977419,85455939,488038,488038,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.3400638,0,nan,nan,3,0,1,10,0
7396000,1660083630022252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.7322855,0,nan,nan,3,0,1,10,0
7796000,1660083630422252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.7813566,0,nan,nan,3,0,1,10,0
8196000,1660083630823252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.2089624,0,nan,nan,3,0,1,10,0
8596000,1660083631223252,473977419,85455939,488040,488040,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.896622,0,nan,nan,3,0,1,10,0
8996000,1660083631622252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.717652,0,nan,nan,3,0,1,10,0
9396000,1660083632023252,473977419,85455939,488039,488039,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.5912167,0,nan,nan,3,0,1,10,0
