timestamp,rtl_time_s,rtl_limit_fraction
8008000,2.966301e-11,3.2958902e-14
9024000,0.0132969525,1.4774393e-05
10032000,0.029334929,3.2594366e-05
11044000,0.024986617,2.776291e-05
12044000,0.00705138,7.834867e-06
13052000,0.039796017,4.42178e-05
14064000,0.028524976,3.169442e-05
15064000,0.011123579,1.2359533e-05
16064000,0.011997539,1.3330599e-05
17072000,0.0156745,1.7416112e-05
18084000,0.030885104,3.4316785e-05
19092000,0.06262112,6.957902e-05
20104000,0.24923322,0.00027692583
21104000,0.80634075,0.00089593424
22116000,1.2409006,0.0013787786
23124000,1.606319,0.0017847989
24132000,1.9334962,0.0021483293
25144000,2.2522123,0.0025024584
26144000,2.2614431,0.0025127148
27152000,2.221575,0.002468417
28164000,2.3660588,0.0026289546
29172000,2.5217564,0.0028019517
30184000,2.5348425,0.0028164918
31184000,2.5155416,0.0027950464
32192000,2.4899266,0.0027665854
33204000,2.4802508,0.0027558345
34212000,2.4664488,0.0027404989
35224000,2.4262621,0.002695847
36224000,2.5294945,0.0028105497
37232000,2.644371,0.00293819
38244000,2.653943,0.0029488257
39252000,2.6338234,0.0029264705
40264000,2.6134605,0.0029038452
41264000,2.5956326,0.0028840364
42272000,2.5797396,0.0028663774
43284000,2.5139558,0.0027932846
44292000,2.4138741,0.0026820826
45304000,2.4034777,0.002670531
46304000,2.4090862,0.0026767626
47312000,2.4126723,0.0026807473
48324000,2.409988,0.0026777645
49332000,2.4109757,0.002678862
50344000,2.407193,0.0026746588
51344000,2.3108928,0.002567659
52352000,2.1065357,0.0023405955
53364000,2.0713751,0.0023015281
54372000,2.0908265,0.0023231406
55384000,2.0703874,0.0023004306
56384000,2.0647192,0.0022941327
57392000,2.067182,0.002296869
58404000,2.0756369,0.0023062634
59412000,2.020792,0.0022453247
60424000,2.1747482,0.002416387
61424000,2.6049757,0.0028944176
62432000,2.6895509,0.0029883902
63444000,2.667814,0.002964238
64452000,2.6305985,0.0029228874
65464000,2.6108298,0.0029009222
66464000,2.6001432,0.002889048
67472000,2.3425171,0.002602797
68484000,2.108851,0.0023431678
69492000,2.0498211,0.0022775792
70504000,2.0352318,0.002261369
71504000,1.9748918,0.0021943243
72512000,1.9272608,0.002141401
73524000,1.9048048,0.0021164499
74532000,1.8970068,0.0021077853
75544000,1.892966,0.0021032956
76584000,1.4977643,0.0016641826
77592000,0.81336576,0.00090373977
