timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
804000,0.0,0.0,0.0,1
1604000,0.0,0.0,0.0,1
2804000,1.1794988e-11,0.00020129446,0.0,0
3604000,2.2665248e-11,0.000106551954,0.0,0
4804000,3.7393796e-11,4.4527425e-07,0.0008663438,0
5604000,4.6257106e-11,3.0031897e-06,0.0007984224,0
6804000,5.8266364e-11,0.00010075393,0.00039433665,0
7604000,6.549327e-11,5.1193297e-06,0.00025842627,0
8804000,7.52853e-11,0.00020172438,0.00021395166,0
9604000,8.1177925e-11,0.00010615574,0.00019717783,0
10804000,8.9162074e-11,9.920419e-05,0.00017445031,0
11604000,9.396675e-11,6.547571e-06,0.00035909002,0
12804000,1.0047681e-10,1.22156725e-05,0.00031769986,0
13604000,1.0439441e-10,8.108334e-05,0.00058290473,0
14804000,1.0970253e-10,1.8270262e-05,0.0005157168,0
15604000,1.12896845e-10,0.00012284034,0.00045932512,0
16004000,1.14398824e-10,8.212085e-05,0.00070265186,0
32204000,1.14398824e-10,8.212085e-05,0.00070265186,1
32604000,1.14398824e-10,8.212085e-05,0.00070265186,1
33004000,8.131116e-12,6.6043583e-07,0.00040000002,0
34204000,3.0624513e-11,0.00010222059,0.0011065345,0
