timestamp,mag_inconsistency_angle
496000,6.168672e-05
1000000,0.00021943433
1496000,2.1828091e-05
1992000,2.1767685e-06
2496000,9.05684e-05
2992000,9.013504e-06
3488000,9.0424186e-07
3992000,9.244315e-08
4500000,1.4190328e-08
4996000,0.00015994742
5500000,1.5117052e-05
5996000,1.5103722e-06
6492000,1.5784602e-07
6996000,0.00091063895
7492000,0.00027692897
7996000,2.6167216e-05
8492000,2.6087039e-06
8988000,2.6693186e-07
9492000,9.654641e-05
10000000,9.1277525e-06
10496000,0.00041316048
10988000,4.1093303e-05
11496000,3.8883604e-06
11992000,3.9413237e-07
12496000,4.5368168e-08
12992000,1.1346659e-08
13496000,9.845309e-05
13992000,9.797677e-06
14488000,9.815151e-07
14608000,5.621847e-07
87692000,5.3439175e-07
87704000,5.077032e-07
88188000,5.8915262e-08
