timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
1000000,0.0,0.0,0.0,1
1800000,0.0,0.0,0.0,1
3000000,6.017851e-12,0.0002003161,0.00040000002,0
3800000,1.7341038e-11,0.00018716347,0.00036864,0
5000000,0.0007225767,2.8351622e-05,0.0005161136,0
5800000,5.6650046e-05,0.00016507467,0.000757249,0
6600000,0.000670368,4.0607047e-05,0.00069788063,0
7812000,0.00010082198,0.00015558329,0.0006171828,0
8612000,0.00012302492,0.00015064572,0.0005687956,0
9812000,0.00013774763,0.00014404784,0.00050323387,0
10600000,0.00062568294,3.5321496e-05,0.00046397356,0
11812000,0.00014034004,6.53725e-05,4.5874927e-05,0
12612000,0.00062334666,0.0001451201,4.2278323e-05,0
13812000,0.0001725849,2.5223851e-05,0.00039932376,0
14600000,0.0005637573,2.248766e-05,0.00076335523,0
15812000,0.00022400815,1.8757986e-05,0.0015007531,0
16200000,0.00021513742,1.7623246e-05,0.0014413234,0
85812000,0.00021513742,1.7623246e-05,0.0014413234,1
86212000,0.00021513742,1.7623246e-05,0.0014413234,1
86612000,0.00021513742,1.7623246e-05,0.0014413234,1
87412000,0.00021513742,1.7623246e-05,0.0014413234,1
