timestamp,rtl_time_s,rtl_limit_fraction
6600000,2.6776751e-11,2.9751948e-14
7620000,0.007583688,8.42632e-06
8628000,0.0028576679,3.1751867e-06
9632000,0.00992853,1.10317005e-05
10640000,0.015113743,1.6793048e-05
11640000,0.013214395,1.4682662e-05
12652000,0.02282911,2.5365678e-05
13660000,0.031410888,3.4900986e-05
14660000,0.0014774227,1.6415809e-06
15660000,0.026229806,2.914423e-05
16672000,0.0073836045,8.204005e-06
17680000,0.020106683,2.234076e-05
18692000,0.02541488,2.8238757e-05
19700000,0.016923524,1.8803918e-05
20700000,0.24759325,0.00027510364
21712000,0.65361446,0.0007262383
22720000,1.13124,0.0012569334
23732000,1.4925126,0.0016583473
24740000,1.7946367,0.0019940408
25740000,2.229668,0.0024774089
26752000,2.5515614,0.0028350684
27760000,2.4609652,0.0027344057
28772000,2.5664198,0.002851578
29780000,2.6464334,0.0029404818
30780000,2.6327853,0.0029253173
31792000,2.5847497,0.0028719443
32800000,2.5433288,0.002825921
33812000,2.5177946,0.0027975498
34820000,2.499918,0.0027776868
35820000,2.4751768,0.0027501965
36832000,2.5790913,0.0028656572
37840000,2.6657093,0.0029618994
38852000,2.6782727,0.0029758587
39860000,2.664247,0.0029602747
40860000,2.6544118,0.0029493466
41872000,2.639279,0.0029325322
42880000,2.6187866,0.002909763
43892000,2.549681,0.002832979
44900000,2.5070062,0.0027855625
45900000,2.470088,0.0027445422
46912000,2.4767084,0.0027518983
47920000,2.484657,0.0027607302
48932000,2.4853241,0.0027614716
49940000,2.484423,0.0027604701
50940000,2.4691458,0.0027434954
51952000,2.3878834,0.002653204
52960000,2.1941085,0.0024378984
53972000,2.1093442,0.0023437159
54980000,2.1230373,0.0023589307
55980000,2.1262665,0.0023625186
56992000,2.1368093,0.0023742327
58000000,2.1453717,0.0023837464
59012000,2.1095939,0.0023439934
60020000,2.1061049,0.0023401165
61020000,2.170158,0.0024112868
62032000,2.2633655,0.0025148506
63040000,2.3739748,0.00263775
64052000,2.5333316,0.002814813
65060000,2.5982933,0.0028869926
66060000,2.6108208,0.0029009122
67072000,2.5463648,0.0028292944
68080000,2.4859107,0.0027621232
69092000,2.4464886,0.0027183208
70100000,2.3718007,0.0026353342
71100000,2.2808032,0.0025342258
72112000,2.1400917,0.0023778796
73120000,2.053388,0.0022815424
74132000,2.0162804,0.0022403116
75140000,2.0172784,0.0022414206
76180000,1.9104887,0.0021227652
77192000,1.118618,0.001242909
78200000,0.39369312,0.0004374368
79200000,0.26414198,0.0002934911
80212000,0.6353664,0.0007059627
81220000,0.9954977,0.0011061087
82232000,1.1538962,0.001282107
83240000,1.1914644,0.0013238494
84240000,1.1086943,0.0012318826
