timestamp,rtl_time_s,rtl_limit_fraction
6600000,2.3598568e-11,2.6220633e-14
7620000,0.0071082897,7.8981e-06
8628000,0.014615015,1.6238906e-05
9672000,0.025565278,2.8405866e-05
10672000,0.03721462,4.1349576e-05
11680000,0.029180413,3.2422682e-05
12692000,0.037532695,4.1702995e-05
13700000,0.048055887,5.3395433e-05
14740000,0.003329399,3.6993324e-06
15752000,0.01797333,1.9970368e-05
16760000,0.0051700603,5.744512e-06
17772000,0.017944645,1.9938494e-05
18772000,0.030897025,3.4330027e-05
19780000,0.0878464,9.760712e-05
20792000,0.4808803,0.00053431146
21800000,0.9737194,0.0010819105
22812000,1.5165901,0.0016851001
23812000,2.0408163,0.0022675737
24820000,2.3500564,0.002611174
25832000,2.5801253,0.002866806
26840000,2.505402,0.0027837802
27852000,2.0339584,0.0022599539
28852000,1.7435622,0.0019372914
29860000,1.6243116,0.0018047908
30872000,1.8035455,0.0020039396
31880000,2.201483,0.0024460924
32892000,2.5021677,0.0027801865
33892000,2.5512826,0.0028347587
34900000,2.5328255,0.0028142508
35912000,2.360484,0.0026227601
36920000,2.3580422,0.0026200472
37932000,2.5293646,0.002810405
38932000,2.7215075,0.0030238973
39940000,2.7379162,0.0030421293
40952000,2.7192867,0.0030214298
41960000,2.685176,0.002983529
42972000,2.6027584,0.002891954
43972000,2.4316757,0.002701862
44980000,2.319951,0.0025777235
45992000,2.425531,0.0026950345
47000000,2.5104525,0.002789392
48012000,2.5279176,0.0028087976
49012000,2.5137684,0.0027930762
50020000,2.5015986,0.002779554
51032000,2.4496813,0.0027218682
52040000,2.0218673,0.0022465193
53052000,1.7512548,0.0019458387
54052000,1.9535514,0.0021706128
55060000,2.160671,0.0024007456
56072000,2.1895945,0.002432883
57080000,2.1837475,0.0024263863
58092000,2.1767604,0.0024186228
59092000,2.184817,0.0024275747
60100000,1.505182,0.0016724246
61112000,0.5518371,0.00061315234
62120000,0.60199016,0.00066887797
63132000,0.9820887,0.0010912097
64132000,1.5431424,0.0017146028
65140000,2.2056983,0.0024507758
66152000,2.534626,0.0028162512
67160000,2.4880133,0.0027644595
68172000,2.1699,0.0024110002
69172000,2.0456119,0.0022729023
70180000,2.081893,0.0023132146
71192000,2.128171,0.0023646345
72200000,2.0715883,0.002301765
73212000,2.0348516,0.0022609462
74212000,2.0112975,0.002234775
75220000,2.0004182,0.002222687
76220000,1.8683023,0.0020758915
77220000,1.0150952,0.0011278837
78232000,0.37338686,0.00041487432
79240000,0.28103408,0.0003122601
80252000,0.25961092,0.0002884566
81260000,0.27742097,0.00030824554
82272000,0.28110373,0.0003123375
