timestamp,roll,pitch,yaw,thrust_body[0],thrust_body[1],thrust_body[2]
5656000,-0.08206875,-0.021960124,5.7181038e-05,0.0,0.0,-0.0
5660000,-0.08204163,-0.02195489,6.079023e-05,0.0,0.0,-0.0
5676000,-0.08165997,-0.021773329,-1.7192195e-06,0.0,0.0,-0.0
5696000,-0.08115435,-0.021192813,4.4781482e-05,0.0,0.0,-0.0
5716000,-0.08110113,-0.02129924,6.4840344e-05,0.0,0.0,-0.0
5736000,-0.080834225,-0.02107364,-1.769633e-05,0.0,0.0,-0.0
5756000,-0.08109686,-0.020838607,3.4397242e-05,0.0,0.0,-0.0
5776000,-0.08110995,-0.020560712,1.6736116e-05,0.0,0.0,-0.0
5796000,-0.08090161,-0.020994423,0.00012568197,0.0,0.0,-0.0
5816000,-0.08051718,-0.02188437,0.0001044626,0.0,0.0,-0.0
5836000,-0.08069729,-0.021968473,2.0173962e-05,0.0,0.0,-0.0
5856000,-0.08091533,-0.021847112,5.4944325e-05,0.0,0.0,-0.0
5876000,-0.080808334,-0.02190638,0.00013925773,0.0,0.0,-0.0
5900000,-0.080791354,-0.022271113,5.2033014e-05,0.0,0.0,-0.0
5916000,-0.08076054,-0.02221406,2.4747254e-05,0.0,0.0,-0.0
5936000,-0.08028728,-0.022294788,3.3225366e-05,0.0,0.0,-0.0
5956000,-0.08034859,-0.022478558,2.2318978e-05,0.0,0.0,-0.0
5976000,-0.08008983,-0.022965133,6.0208626e-05,0.0,0.0,-0.0
5996000,-0.079816654,-0.022923186,7.797647e-05,0.0,0.0,-0.0
6016000,-0.080339245,-0.023433348,4.4733708e-05,0.0,0.0,-0.0
6036000,-0.081177555,-0.023607599,8.086253e-05,0.0,0.0,-0.0
6056000,-0.08147213,-0.023834148,-4.353283e-05,0.0,0.0,-0.0
6076000,-0.08207043,-0.024311211,3.786143e-05,0.0,0.0,-0.0
6100000,-0.08206379,-0.0250561,7.0336995e-05,0.0,0.0,-0.0
