timestamp,mag_inconsistency_angle
496000,7.315206e-09
1000000,6.687961e-09
1496000,3.6159905e-05
1992000,0.00040755936
2496000,0.00026407684
2992000,0.0006302755
3488000,0.00022165933
3992000,2.0946774e-05
4500000,0.00014273939
4996000,1.4201624e-05
5488000,0.0003128564
5996000,2.9562148e-05
6492000,2.9473197e-06
6996000,2.8648898e-07
7492000,3.5620342e-08
7996000,9.606327e-09
8492000,7.585749e-09
8988000,8.276229e-09
9492000,6.909879e-09
9988000,7.703845e-09
10496000,9.007942e-09
10988000,8.960354e-05
11496000,0.0002625045
12000000,2.4806024e-05
12496000,0.00019113673
12992000,1.901351e-05
13496000,0.00013585243
13992000,1.3516673e-05
14488000,1.3513328e-06
14596000,8.130762e-07
