timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
168000,148000,6620172,488.45654,11.827759,95593.97,1.1358145
232000,210666,6620172,488.335,11.827759,95595.34,1.1358309
300000,273333,6620172,488.40106,11.827759,95594.6,1.135822
356000,336000,6620172,488.34027,11.827759,95595.3,1.1358303
420000,398666,6620172,488.45392,11.827759,95594.0,1.1358148
484000,462666,6620172,488.372,11.827759,95594.94,1.135826
544000,524000,6620172,488.33237,11.827759,95595.38,1.1358312
608000,588000,6620172,488.34293,11.827759,95595.26,1.1358298
672000,652000,6620172,488.39313,11.827759,95594.68,1.135823
736000,714666,6620172,488.33765,11.827759,95595.336,1.1358308
800000,777333,6620172,488.48297,11.827759,95593.66,1.1358107
860000,840000,6620172,488.39313,11.827759,95594.68,1.135823
924000,904000,6620172,488.36935,11.827759,95594.945,1.1358261
988000,966666,6620172,488.3033,11.827759,95595.72,1.1358353
1052000,1029333,6620172,488.42218,11.827759,95594.37,1.1358192
1112000,1092000,6620172,488.31387,11.827759,95595.6,1.1358339
1176000,1156000,6620172,488.31915,11.827759,95595.516,1.1358328
1240000,1218666,6620172,488.3165,11.827759,95595.56,1.1358334
1304000,1281333,6620172,488.42218,11.827759,95594.37,1.1358192
1364000,1344000,6620172,488.4169,11.827759,95594.41,1.1358197
1428000,1408000,6620172,488.3905,11.827789,95594.73,1.1358235
1492000,1469333,6620172,488.45126,11.827789,95594.016,1.135815
1556000,1533333,6620172,488.3535,11.827789,95595.14,1.1358284
1616000,1596000,6620172,488.39578,11.827789,95594.67,1.1358229
1680000,1660000,6620172,488.33237,11.827789,95595.38,1.1358312
1744000,1722666,6620172,488.36673,11.827789,95594.98,1.1358265
1808000,1785333,6620172,488.38257,11.827789,95594.8,1.1358243
1868000,1848000,6620172,488.34027,11.827789,95595.29,1.1358302
1932000,1912000,6620172,488.48825,11.827789,95593.586,1.1358099
1996000,1973333,6620172,488.36935,11.827789,95594.945,1.1358261
2060000,2037333,6620172,488.38522,11.827789,95594.77,1.135824
2120000,2100000,6620172,488.41162,11.827789,95594.48,1.1358205
2184000,2164000,6620172,488.35083,11.827789,95595.164,1.1358287
2248000,2226666,6620172,488.37994,11.827789,95594.82,1.1358246
2312000,2289333,6620172,488.4407,11.827789,95594.14,1.1358165
2372000,2352000,6620172,488.41162,11.827789,95594.48,1.1358205
2436000,2416000,6620172,488.31122,11.827789,95595.63,1.1358343
2500000,2478666,6620172,488.33765,11.827789,95595.336,1.1358308
2564000,2541333,6620172,488.34555,11.827789,95595.234,1.1358296
2624000,2604000,6620172,488.3297,11.827789,95595.41,1.1358316
2688000,2668000,6620172,488.34293,11.827789,95595.27,1.1358299
2752000,2730666,6620172,488.38257,11.827789,95594.805,1.1358244
2816000,2793333,6620172,488.44336,11.827789,95594.125,1.1358163
2876000,2856000,6620172,488.2795,11.827789,95595.97,1.1358383
2940000,2920000,6620172,488.39313,11.827789,95594.68,1.135823
3004000,2982666,6620172,488.34293,11.827789,95595.27,1.1358299
3068000,3045333,6620172,488.36935,11.827789,95594.97,1.1358263
3128000,3108000,6620172,488.31122,11.827789,95595.63,1.1358343
3192000,3172000,6620172,488.3535,11.827789,95595.15,1.1358285
3256000,3234666,6620172,488.49088,11.827789,95593.555,1.1358095
3320000,3297333,6620172,488.3773,11.827789,95594.85,1.1358249
3380000,3360000,6620172,488.41956,11.827789,95594.375,1.1358193
3444000,3424000,6620172,488.38522,11.827789,95594.78,1.1358241
3508000,3486666,6620172,488.30594,11.827789,95595.67,1.1358347
3572000,3549333,6620172,488.4592,11.827789,95593.92,1.135814
3632000,3612000,6620172,488.42484,11.827789,95594.31,1.1358186
3696000,3676000,6620172,488.3773,11.827789,95594.87,1.1358252
3760000,3738666,6620172,488.34027,11.827789,95595.28,1.13583
3824000,3801333,6620172,488.36407,11.827789,95595.016,1.135827
3884000,3864000,6620172,488.36673,11.827789,95594.98,1.1358265
3948000,3928000,6620172,488.41956,11.827789,95594.39,1.1358196
4012000,3990666,6620172,488.3297,11.827789,95595.414,1.1358317
4076000,4053333,6620172,488.44336,11.827789,95594.125,1.1358163
4136000,4116000,6620172,488.3535,11.827789,95595.14,1.1358284
4200000,4180000,6620172,488.38785,11.827789,95594.734,1.1358236
4264000,4242666,6620172,488.32178,11.827789,95595.5,1.1358327
4328000,4305333,6620172,488.38257,11.827789,95594.805,1.1358244
4388000,4368000,6620172,488.39313,11.827789,95594.69,1.135823
4452000,4432000,6620172,488.37994,11.827789,95594.83,1.1358247
4516000,4494666,6620172,488.41956,11.827789,95594.39,1.1358196
4580000,4557333,6620172,488.41428,11.827789,95594.44,1.13582
4640000,4620000,6620172,488.35617,11.827789,95595.1,1.1358279
4704000,4684000,6620172,488.28745,11.827789,95595.9,1.1358374
4768000,4746666,6620172,488.3773,11.827789,95594.85,1.1358249
4832000,4809333,6620172,488.45392,11.827789,95593.984,1.1358147
4892000,4872000,6620172,488.39313,11.827789,95594.68,1.135823
4956000,4936000,6620172,488.39578,11.827789,95594.66,1.1358227
5020000,4998666,6620172,488.36935,11.827789,95594.945,1.1358261
5084000,5061333,6620172,488.372,11.827789,95594.93,1.1358259
