timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
22940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.00036859262,2.6139161e-05,6.8618433e-10,-0.013768847,-0.07064691,-9.401372,0.0036364463,0.001662184,0.003006652,11.815111,11.815111
23940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0002748718,2.6482026e-05,7.197302e-10,-0.017788941,-0.07004378,-9.43917,-0.0019271174,-0.0020603687,-0.0023537553,11.8127,11.8127
24940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0002584723,2.646487e-05,7.412072e-10,-0.015901966,-0.0583926,-9.657398,-0.0036597287,-0.0032688794,-0.0005944233,11.812347,11.812347
25940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.00025676345,2.4672812e-05,6.2353606e-10,0.0047846767,-0.03146767,-9.725049,0.0057251374,0.004453901,0.0011065692,11.8125,11.8125
26940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.00028147906,2.505163e-05,6.477621e-10,-0.040970773,-0.017271293,-9.72933,0.007507401,-0.007353524,0.00029913452,11.8127985,11.8127985
27940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.00027670263,2.6949954e-05,1.6585295e-09,-0.011941854,-0.045425143,-8.251593,-0.0038128179,0.020318609,0.0018855989,11.813167,11.813167
28940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0002681655,2.618121e-05,1.1911723e-09,-0.032855127,-0.014670267,-9.601453,0.0002156721,0.003729265,0.000662869,11.817245,11.817245
29940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.00026006985,2.5983514e-05,6.4998534e-10,-0.01594327,0.0014046144,-9.667191,-0.0012467697,0.00064563483,-0.00032124622,11.821671,11.821671
30940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.00026341595,2.7093956e-05,8.2219104e-10,-0.023693169,-0.038075563,-9.707325,0.0076858443,0.0035056488,0.00024518455,11.8262205,11.8262205
31940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0014305101,3.6634894e-05,6.140235e-09,0.0033834719,-0.17817506,-9.83058,-0.074499965,0.0003051279,-0.0051704627,11.827759,11.827759
32940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.001592212,3.2958626e-05,1.6350954e-09,0.0011328445,-0.1120313,-9.773151,-0.009091962,-0.0015152748,0.0014117671,11.827759,11.827759
33940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.00280099,2.8119255e-05,9.966856e-10,-0.029207822,0.11235606,-9.722553,-0.0010030153,-0.0018263987,-0.00045525367,11.827789,11.827789
34940000,1310996,1310996,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0052304803,2.867341e-05,5.734355e-10,-0.03688559,0.48252928,-9.491965,-0.00019154392,-0.001920637,0.0009381586,11.827789,11.827789
