timestamp,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
20000,0,0,1,0,0,0,0,0
528000,0,0,1,0,0,0,0,0
1032000,0,0,1,0,0,0,0,0
1212000,0,0,1,0,0,0,0,0
1512000,0,0,1,0,0,0,0,0
2016000,0,0,1,0,0,0,0,0
2520000,0,0,1,0,0,0,0,0
3024000,0,0,1,0,0,0,0,0
3528000,0,0,1,0,0,0,0,0
4032000,0,0,1,0,0,0,0,0
4536000,0,0,1,0,0,0,0,0
5040000,0,0,1,0,0,0,0,0
5544000,0,0,1,0,0,0,0,0
6048000,0,0,1,0,0,0,0,0
6552000,0,0,1,0,0,0,0,0
6612000,0,0,1,0,0,0,0,0
6636000,0,0,1,0,0,0,0,0
7140000,0,0,1,0,0,0,0,0
7644000,0,0,1,0,0,0,0,0
8148000,0,0,1,0,0,0,0,0
8652000,0,0,1,0,0,0,0,0
9156000,0,0,1,0,0,0,0,0
9576000,0,0,1,0,0,0,0,0
10080000,0,0,1,0,0,0,0,0
10584000,0,0,1,0,0,0,0,0
11088000,0,0,1,0,0,0,0,0
11592000,0,0,1,0,0,0,0,0
12096000,0,0,1,0,0,0,0,0
12600000,0,0,1,0,0,0,0,0
13104000,0,0,1,0,0,0,0,0
13608000,0,0,1,0,0,0,0,0
14112000,0,0,1,0,0,0,0,0
14604000,1,0,1,0,0,0,0,0
15108000,1,0,1,0,0,0,0,0
15612000,1,0,1,0,0,0,0,0
16116000,1,0,1,0,0,0,0,0
16620000,1,0,1,0,0,0,0,0
17124000,1,0,1,0,0,0,0,0
17628000,1,0,1,0,0,0,0,0
18132000,1,0,1,0,0,0,0,0
18636000,1,0,1,0,0,0,0,0
19140000,1,0,1,0,0,0,0,0
19644000,1,0,1,0,0,0,0,0
20148000,1,0,1,0,0,0,0,0
20652000,1,0,1,0,0,0,0,0
21156000,1,0,1,0,0,0,0,0
21660000,1,0,1,0,0,0,0,0
22164000,1,0,1,0,0,0,0,0
22668000,1,0,1,0,0,0,0,0
23172000,1,0,1,0,0,0,0,0
23676000,1,0,1,0,0,0,0,0
24180000,1,0,1,0,0,0,0,0
24684000,1,0,1,0,0,0,0,0
25188000,1,0,1,0,0,0,0,0
25692000,1,0,1,0,0,0,0,0
26196000,1,0,1,0,0,0,0,0
26700000,1,0,1,0,0,0,0,0
27204000,1,0,1,0,0,0,0,0
27624000,1,0,1,0,0,0,0,0
28128000,1,0,1,0,0,0,0,0
28632000,1,0,1,0,0,0,0,0
29136000,1,0,1,0,0,0,0,0
29640000,1,0,1,0,0,0,0,0
30144000,1,0,1,0,0,0,0,0
30648000,1,0,1,0,0,0,0,0
31152000,1,0,1,0,0,0,0,0
31656000,1,0,1,0,0,0,0,0
32160000,1,0,1,0,0,0,0,0
32664000,1,0,1,0,0,0,0,0
