timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
204000,0.0061252774,-0.0010652532,0.0042610522,4000,0,0.008379707,-0.032321554,-9.791088,4000,0
208000,0.0029294784,-0.00026631035,-0.0007989479,4000,0,0.050278243,-0.022744747,-9.792285,4000,0
212000,0.0029294791,0.003462114,-0.005060002,4000,0,0.07302317,-0.051475175,-9.799467,4000,0
216000,0.0061252764,0.006657899,-0.0053263227,4000,0,0.049081136,-0.049080964,-9.756374,4000,0
220000,0.0077231755,0.0066578942,-0.0021305326,4000,0,-0.016759414,-0.04189837,-9.698914,4000,0
224000,0.0069242143,0.00026631745,-0.0023968602,4000,0,-0.11372458,-0.05027807,-9.722853,4000,0
228000,0.003994739,-0.0037284223,-0.0029294866,4000,0,-0.12808979,-0.04548967,-9.773131,4000,0
232000,-8.7473295e-10,-0.0029294756,-0.0015979006,4000,0,-0.053869545,-0.051475175,-9.791088,4000,0
236000,-0.002396843,0.00079894974,-0.0015978994,4000,0,0.011971008,-0.04548967,-9.781511,4000,0
240000,-0.0015978945,0.005060006,-0.000798952,4000,0,0.06703766,-0.035912856,-9.746798,4000,0
244000,-0.00026631675,0.0010652645,-0.00053263246,4000,0,0.088585466,-0.010773739,-9.765951,4000,0
248000,-0.00026631763,-0.004527375,-0.0018642127,4000,0,0.07661447,0.022745091,-9.788693,4000,0
252000,-0.0039947475,-0.004261056,0.0021305233,4000,0,0.047884032,0.021547988,-9.7719345,4000,0
256000,-0.0039947485,-0.0037284195,0.006657902,4000,0,0.005985504,0.04189871,-9.804258,4000,0
260000,0.0029294791,-0.003195781,0.004527382,4000,0,-0.009576809,0.071826234,-9.838972,4000,0
264000,0.003728425,-0.0005326285,0.0018642164,4000,0,0.015562311,0.033519,-9.807848,4000,0
