timestamp,mag_inconsistency_angle
496000,7.910349e-09
992000,8.354509e-09
1496000,7.8812326e-09
1992000,8.476897e-09
2496000,8.289806e-09
2992000,0.00011737405
3488000,1.1679436e-05
3992000,1.110739e-06
4488000,1.1809753e-07
4996000,1.8240868e-08
5500000,0.0003040471
5996000,3.0241203e-05
6492000,9.2565875e-05
6996000,8.7515655e-06
7492000,8.7733406e-07
7996000,9.0270746e-08
8492000,1.7395337e-08
9000000,8.63208e-09
9492000,7.584484e-09
10000000,1.0126227e-08
10496000,7.64433e-09
11000000,8.045174e-09
11496000,8.348984e-09
12000000,7.579231e-09
12496000,6.8592527e-09
12992000,7.912703e-09
13496000,8.69427e-09
13992000,0.00012563227
14500000,1.1875219e-05
14596000,7.487693e-06
