timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,102.1084,125.74926,0,15,10297,1024000,0,3,253
2000000,158.93262,87.71116,0,68,6755,1024000,0,3,253
3000000,207.38281,73.74922,0,125,10151,1024000,0,3,253
4000000,260.16113,68.24794,0,176,10519,1024000,0,3,253
5000000,318.57227,66.20371,0,232,8913,1024000,0,3,253
6000000,375.4287,64.59544,0,288,10623,1024000,0,3,253
7000000,434.80957,63.82994,0,350,11542,1024000,0,3,253
8000000,497.81055,63.72383,0,401,11507,1024000,0,3,253
9000000,559.4961,63.49252,0,450,11334,1024000,0,3,253
10000000,620.66895,63.256107,0,497,11635,1024000,0,3,253
11000000,681.23535,63.007336,0,554,11019,1024000,0,3,253
12000000,741.1787,62.74794,0,605,11435,1024000,0,3,253
13000000,801.7451,62.577667,0,663,10728,1024000,0,3,253
14000000,862.6631,62.457508,0,718,9838,1024000,0,3,253
15000000,922.48047,62.279263,0,778,10681,1024000,0,3,253
16000000,982.8457,62.158215,0,833,10461,1024000,0,3,253
17000000,1045.0254,62.159492,0,888,9647,1024000,0,3,253
18000000,1105.7285,62.07773,0,944,9511,1024000,0,3,253
19000000,1166.5391,62.010365,0,1002,9479,1024000,0,3,253
20000000,1226.1924,61.8914,0,1060,10576,1024000,0,3,253
21000000,1288.2715,61.900417,0,1109,8880,1024000,0,3,253
22000000,1347.4463,61.775455,0,1164,10547,1024000,0,3,253
23000000,1408.4795,61.74292,0,1223,9615,1024000,0,3,253
24000000,1469.1143,61.69638,0,1283,10721,1024000,0,3,253
25000000,1530.209,61.672134,0,1348,10088,1024000,0,3,253
26000000,1591.2646,61.64825,0,1404,9811,1024000,0,3,253
27000000,1650.9873,61.57643,0,1462,10573,1024000,0,3,253
28000000,1711.3271,61.531967,0,1522,10867,1024000,0,3,253
29000000,1772.542,61.52096,0,1575,9751,1024000,0,3,253
30000000,1831.6982,61.441643,0,1630,10866,1024000,0,3,253
31000000,1893.4453,61.451557,0,1675,10395,1024000,0,3,253
32000000,1953.6191,61.411392,0,1729,11449,1024000,0,3,253
33000000,2017.1748,61.476738,0,1792,8396,1024000,0,3,253
34000000,2076.4854,61.412674,0,1842,10484,1024000,0,3,253
35000000,2141.163,61.506466,0,1892,7398,1024000,0,3,253
36000000,2198.8838,61.400757,0,1954,10250,1024000,0,3,253
37000000,2258.1074,61.34161,0,2006,10676,1024000,0,3,253
38000000,2319.3906,61.34007,0,2058,9710,1024000,0,3,253
39000000,2378.46,61.28156,0,2121,10555,1024000,0,3,253
40000000,2439.1572,61.266884,0,2172,10259,1024000,0,3,253
41000000,2499.3936,61.241634,0,2230,9849,1024000,0,3,253
42000000,2558.5352,61.19141,0,2286,10586,1024000,0,3,253
43000000,2619.081,61.176327,0,2346,9829,1024000,0,3,253
44000000,2678.8848,61.145004,0,2397,10088,1024000,0,3,253
45000000,2738.165,61.103386,0,2447,11016,1024000,0,3,253
46000000,2798.2158,61.080414,0,2504,10532,1024000,0,3,253
47000000,2858.3887,61.061028,0,2544,10879,1024000,0,3,253
48000000,2918.955,61.05068,0,2593,10425,1024000,0,3,253
49000000,2978.4932,61.01969,0,2649,10622,1024000,0,3,253
50000000,3038.6855,61.003082,0,2707,10221,1024000,0,3,253
51000000,3098.8076,60.985744,0,2765,9600,1024000,0,3,253
52000000,3157.8145,60.94755,0,2813,10793,1024000,0,3,253
53000000,3217.1943,60.917866,0,2871,11081,1024000,0,3,253
54000000,3278.0713,60.917107,0,2926,9781,1024000,0,3,253
55000000,3337.1523,60.883606,0,2980,10824,1024000,0,3,253
56000000,3398.294,60.888233,0,3030,9971,1024000,0,3,253
57000000,3457.794,60.863796,0,3092,10387,1024000,0,3,253
58000000,3517.7344,60.847824,0,3140,10925,1024000,0,3,253
59000000,3578.0947,60.83954,0,3194,10898,1024000,0,3,253
60000000,3638.379,60.83025,0,3249,10995,1024000,0,3,253
61000000,3699.1357,60.829044,0,3305,10251,1024000,0,3,253
62000000,3758.6504,60.807777,0,3359,10756,1024000,0,3,253
63000000,3819.3594,60.806206,0,3415,9312,1024000,0,3,253
64000000,3878.168,60.774902,0,3472,10209,1024000,0,3,253
65000000,3937.921,60.759136,0,3526,9773,1024000,0,3,253
66000000,4000.0,60.77919,0,3579,7468,1024000,0,3,253
67000000,4056.5361,60.71568,0,3629,10661,1024000,0,3,253
68000000,4116.296,60.701588,0,3686,10651,1024000,0,3,253
69000000,4176.829,60.69914,0,3739,10432,1024000,0,3,253
70000000,4236.962,60.691025,0,3792,11098,1024000,0,3,253
71000000,4302.884,60.764896,0,3836,6932,1024000,0,3,253
72000000,4359.786,60.711105,0,3894,10966,1024000,0,3,253
73000000,4421.1543,60.72013,0,3950,10623,1024000,0,3,253
74000000,4485.751,60.772648,0,3998,7348,1024000,0,3,253
75000000,4543.198,60.728203,0,4050,10965,1024000,0,3,253
76000000,4607.6904,60.777847,0,4104,7816,1024000,0,3,253
77000000,4665.4355,60.73837,0,4165,10774,1024000,0,3,253
78000000,4725.8867,60.734673,0,4217,11440,1024000,0,3,253
79000000,4787.918,60.751125,0,4280,9805,1024000,0,3,253
80000000,4848.6475,60.750862,0,4326,9918,1024000,0,3,253
81000000,4909.6875,60.754433,0,4390,9879,1024000,0,3,253
82000000,4969.42,60.741943,0,4440,11393,1024000,0,3,253
83000000,5031.2637,60.75525,0,4495,10377,1024000,0,3,253
84000000,5091.375,60.747566,0,4554,11483,1024000,0,3,253
