timestamp,hpos_drift_rate,vpos_drift_rate,hspd,blocked
804000,0.0,0.0,0.0,1
1604000,3.010739e-05,2.251439e-06,0.0,0
2804000,0.00069735944,0.00010689202,0.0,0
3604000,0.000118614065,9.5916585e-05,0.0,0
4804000,0.0011853828,8.9894536e-05,0.00078400003,0
5604000,0.0009188323,1.3154645e-05,0.0007225344,0
6804000,0.0011027872,8.180531e-05,0.00025525215,0
7604000,0.0002751112,2.0609677e-05,0.0004503266,0
8804000,0.0009961565,0.00012154421,0.00039017704,0
9604000,0.0006746557,0.0001807569,0.00035958714,0
10804000,0.00078616565,7.2209565e-05,0.00031813968,0
11604000,0.0004846563,3.1109354e-05,0.00020427488,0
12804000,0.00063985784,6.305671e-05,0.00018072933,0
13604000,0.0008034801,5.5747383e-05,0.00053084176,0
14804000,0.0007621818,5.4421653e-05,0.00046965474,0
15604000,0.0008474475,0.00014750272,0.0005199825,0
16004000,0.00081354956,0.00015795675,0.0008015604,0
82800000,0.00081354956,0.00015795675,0.0008015604,1
83200000,0.00081354956,0.00015795675,0.0008015604,1
