timestamp,rtl_time_s,rtl_limit_fraction
8208000,9.956593e-12,1.1062882e-14
9228000,0.006456524,7.1739164e-06
10232000,0.0093892105,1.0432456e-05
11240000,0.0044697686,4.96641e-06
12248000,0.0054448573,6.049842e-06
13260000,0.017937895,1.9930996e-05
14260000,0.024101786,2.6779764e-05
15260000,0.011826581,1.3140646e-05
16268000,0.03911793,4.3464366e-05
17280000,0.010130348,1.1255942e-05
18280000,0.026611768,2.9568631e-05
19288000,0.03694584,4.1050935e-05
20300000,0.29819763,0.0003313307
21308000,0.8821513,0.0009801681
22320000,1.3782527,0.001531392
23320000,1.6954795,0.0018838663
24328000,2.2424,0.0024915556
25340000,2.474933,0.0027499257
26348000,2.423952,0.0026932803
27360000,2.3710635,0.002634515
28360000,2.5439255,0.002826584
29368000,2.632698,0.0029252202
30380000,2.6025643,0.0028917382
31388000,2.5631227,0.0028479144
32400000,2.5312943,0.0028125495
33400000,2.5135624,0.0027928473
34408000,2.4975014,0.0027750018
35420000,2.5111318,0.0027901465
36428000,2.6055813,0.0028950905
37440000,2.6783729,0.00297597
38440000,2.6825771,0.0029806416
39448000,2.670446,0.0029671623
40456000,2.6565142,0.0029516825
41464000,2.6424499,0.0029360554
42476000,2.627175,0.0029190837
43484000,2.555583,0.0028395366
44496000,2.4610271,0.0027344748
45496000,2.4592423,0.0027324918
46504000,2.463673,0.0027374148
47516000,2.4783216,0.0027536908
48524000,2.4674895,0.002741655
49536000,2.4646273,0.0027384749
50536000,2.4650705,0.0027389673
51544000,2.3603563,0.0026226183
52556000,2.1304562,0.0023671736
53564000,2.1334257,0.0023704732
54576000,2.1367638,0.0023741822
55576000,2.1242368,0.0023602631
56584000,2.1286483,0.002365165
57596000,2.1266382,0.0023629316
58604000,2.1344488,0.00237161
59616000,2.122867,0.0023587414
60616000,2.443951,0.0027155012
61624000,2.662148,0.0029579424
62636000,2.7079732,0.0030088595
63644000,2.6766913,0.0029741016
64656000,2.642381,0.002935979
65656000,2.636229,0.0029291436
66664000,2.6403096,0.0029336775
67676000,2.4950852,0.002772317
68684000,2.2660944,0.0025178827
69696000,2.0568678,0.0022854088
70696000,2.0233066,0.0022481186
71704000,1.9868636,0.0022076264
72716000,1.9801337,0.0022001485
73724000,1.965763,0.0021841812
74736000,1.9546148,0.0021717944
75776000,1.9542878,0.002171431
76784000,1.4141799,0.001571311
77796000,0.7392172,0.0008213525
78796000,0.07725088,8.583432e-05
79804000,0.23897147,0.00026552388
80816000,0.36065352,0.00040072616
81824000,0.3841538,0.0004268376
82836000,0.36809874,0.00040899863
