timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
8208000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
75672000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
82576000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82624000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82676000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82728000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82784000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82836000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82884000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82936000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
82984000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83036000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83084000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83136000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83184000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83232000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83284000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83336000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83384000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83436000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83484000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83536000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83584000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83636000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
83684000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
