timestamp,speed_xy,speed_up,speed_down,want_takeoff
8732000,5.0,3.0,1.0,0
8752000,5.0,3.0,1.0,0
9612000,5.0,3.0,1.0,0
75676000,5.0,3.0,1.0,0
75696000,5.0,3.0,1.0,0
76676000,5.0,3.0,1.0,0
77676000,5.0,3.0,1.0,0
78676000,5.0,3.0,1.0,0
79676000,5.0,3.0,1.0,0
80676000,5.0,3.0,1.0,0
81676000,5.0,3.0,1.0,0
82676000,5.0,3.0,1.0,0
83676000,5.0,3.0,1.0,0
