timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,jamming_state,vel_ned_valid,satellites_used,selected
396000,1660411025347354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.06,4.6134286,0,nan,nan,3,0,1,10,0
796000,1660411025747354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.5004596,0,nan,nan,3,0,1,10,0
1196000,1660411026147354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.9293606,0,nan,nan,3,0,1,10,0
1596000,1660411026547354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.2161454,0,nan,nan,3,0,1,10,0
1996000,1660411026948354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.01,1.5526448,0,nan,nan,3,0,1,10,0
2396000,1660411027347354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.02,2.3460715,0,nan,nan,3,0,1,10,0
2796000,1660411027748354,473977419,85455939,488041,488041,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,5.3677597,0,nan,nan,3,0,1,10,0
3196000,1660411028147354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.2851593,0,nan,nan,3,0,1,10,0
3596000,1660411028548354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,-0.01,0.0,4.4343576,0,nan,nan,3,0,1,10,0
3996000,1660411028947354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.4625587,0,nan,nan,3,0,1,10,0
4396000,1660411029348354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,5.3028336,0,nan,nan,3,0,1,10,0
4796000,1660411029748354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.9124581,0,nan,nan,3,0,1,10,0
5196000,1660411030147354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.561445,0,nan,nan,3,0,1,10,0
5596000,1660411030547354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.02,0.96429443,0,nan,nan,3,0,1,10,0
5996000,1660411030947354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,6.0234804,0,nan,nan,3,0,1,10,0
6396000,1660411031348354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.775147,0,nan,nan,3,0,1,10,0
6796000,1660411031748354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.5495033,0,nan,nan,3,0,1,10,0
7196000,1660411032147354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.6917202,0,nan,nan,3,0,1,10,0
7596000,1660411032547354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.2337731,0,nan,nan,3,0,1,10,0
7996000,1660411032948354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.6194367,0,nan,nan,3,0,1,10,0
8396000,1660411033347354,473977419,85455939,488041,488041,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,0.73338735,0,nan,nan,3,0,1,10,0
8796000,1660411033748354,473977419,85455939,488041,488041,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.7012186,0,nan,nan,3,0,1,10,0
9196000,1660411034148354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,0.083601266,0,nan,nan,3,0,1,10,0
9596000,1660411034547354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.2487283,0,nan,nan,3,0,1,10,0
9996000,1660411034948354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,0.85800385,0,nan,nan,3,0,1,10,0
10396000,1660411035347354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.799609,0,nan,nan,3,0,1,10,0
10796000,1660411035748354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.4440854,0,nan,nan,3,0,1,10,0
11196000,1660411036148354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.173734,0,nan,nan,3,0,1,10,0
11596000,1660411036547354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.2960815,0,nan,nan,3,0,1,10,0
11996000,1660411036948354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,1.0416125,0,nan,nan,3,0,1,10,0
12396000,1660411037347354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.2137756,0,nan,nan,3,0,1,10,0
12796000,1660411037748354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.4160865,0,nan,nan,3,0,1,10,0
13196000,1660411038148354,473977419,85455939,488044,488044,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.8105037,0,nan,nan,3,0,1,10,0
13596000,1660411038547354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,6.0767126,0,nan,nan,3,0,1,10,0
13996000,1660411038948354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.3935444,0,nan,nan,3,0,1,10,0
14396000,1660411039347354,473977419,85455939,488041,488041,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,-0.01,1.3660691,0,nan,nan,3,0,1,10,0
14796000,1660411039748354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.3163,0,nan,nan,3,0,1,10,0
14996000,1660411039948354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,5.887519,0,nan,nan,3,0,1,10,0
15396000,1660411040347354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,3.8891172,0,nan,nan,3,0,1,10,0
15596000,1660411040549354,473977419,85455939,488041,488041,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,2.8239427,0,nan,nan,3,0,1,10,0
15996000,1660411040949354,473977419,85455939,488044,488044,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,2.563016,0,nan,nan,3,0,1,10,0
16396000,1660411041348354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.1163862,0,nan,nan,3,0,1,10,0
16796000,1660411041748354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.01,4.2559853,0,nan,nan,3,0,1,10,0
17196000,1660411042149354,473977419,85455939,488042,488042,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,4.622155,0,nan,nan,3,0,1,10,0
17596000,1660411042549354,473977419,85455939,488044,488044,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,0.3543018,0,nan,nan,3,0,1,10,0
17996000,1660411042949354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,3.9119809,0,nan,nan,3,0,1,10,0
18396000,1660411043348354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.9497073,0,nan,nan,3,0,1,10,0
18796000,1660411043748354,473977419,85455939,488043,488043,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,-0.02,3.2813933,0,nan,nan,3,0,1,10,0
19196000,1660411044149354,473977419,85455939,488044,488044,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.203928,0,nan,nan,3,0,1,10,0
19596000,1660411044549354,473977419,85455940,488068,488068,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.07,0.02,0.08,-0.099999994,1.2705996,0,nan,nan,3,0,1,10,0
19996000,1660411044948354,473977420,85455950,488077,488077,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.31,0.02,0.32,0.04,1.5065682,0,nan,nan,3,0,1,10,0
20196000,1660411045149354,473977421,85455960,488065,488065,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.39999998,0.049999997,0.39999998,0.03,1.4465288,0,nan,nan,3,0,1,10,0
20596000,1660411045549354,473977423,85455982,488084,488084,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.39,0.06,0.38,-0.16,1.4175564,0,nan,nan,3,0,1,10,0
