timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6608000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
27644000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
30620000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
30668000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
30720000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
30772000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
30820000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
30872000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
30920000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
30972000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31020000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31072000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31120000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31172000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31220000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31272000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31320000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31372000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31420000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31472000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31520000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31572000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31620000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31676000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31732000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31780000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31832000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31880000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31932000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
31980000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32032000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32080000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32132000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32180000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32232000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32280000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32332000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32380000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32432000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32480000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32532000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
32580000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
