timestamp,mag_inconsistency_angle
496000,7.240272e-09
992000,8.528075e-09
1496000,7.747351e-09
1992000,8.359826e-09
2496000,7.954189e-09
2992000,8.674743e-09
3500000,9.014653e-09
3992000,7.65333e-09
4500000,7.096299e-09
4996000,8.136183e-09
5500000,7.635367e-09
5996000,7.1776687e-09
6500000,7.622247e-09
6996000,9.270492e-09
7492000,0.0001502297
7996000,1.4198462e-05
8492000,1.4191127e-06
9000000,1.4016028e-07
9492000,2.1534309e-08
10000000,8.840985e-09
10496000,7.049781e-09
11000000,7.975128e-09
11496000,8.022055e-09
11992000,8.788483e-09
12496000,7.930088e-09
12992000,8.886715e-09
13496000,0.0005438604
13992000,5.408788e-05
14488000,5.3847734e-06
14620000,2.912721e-06
32572000,2.7672681e-06
32584000,2.6294847e-06
33068000,2.8259092e-07
