timestamp,speed_xy,speed_up,speed_down,want_takeoff
8712000,5.0,3.0,1.0,0
8732000,5.0,3.0,1.0,0
9612000,5.0,3.0,1.0,0
75672000,5.0,3.0,1.0,0
75692000,5.0,3.0,1.0,0
76672000,5.0,3.0,1.0,0
77672000,5.0,3.0,1.0,0
