timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,102.331055,126.64735,0,7,10114,1024000,0,3,253
2000000,155.53418,86.02554,0,66,10300,1024000,0,3,253
3000000,207.51562,73.90158,0,122,9956,1024000,0,3,253
4000000,259.84277,68.23602,0,181,10386,1024000,0,3,253
5000000,318.05176,66.15053,0,234,9087,1024000,0,3,253
6000000,374.80176,64.53198,0,301,10046,1024000,0,3,253
7000000,436.41504,64.103264,0,357,8581,1024000,0,3,253
8000000,500.05664,64.044136,0,412,7208,1024000,0,3,253
9000000,561.09863,63.703297,0,476,7064,1024000,0,3,253
10000000,618.1074,63.020737,0,533,10884,1024000,0,3,253
11000000,682.3867,63.137184,0,587,7240,1024000,0,3,253
12000000,739.08203,62.591637,0,647,10766,1024000,0,3,253
13000000,798.4883,62.34293,0,707,11054,1024000,0,3,253
14000000,858.9082,62.203667,0,763,10837,1024000,0,3,253
15000000,919.4131,62.088943,0,816,11063,1024000,0,3,253
16000000,979.91895,61.9888,0,869,10978,1024000,0,3,253
17000000,1040.9912,61.934273,0,929,10963,1024000,0,3,253
18000000,1102.0537,61.88532,0,985,10763,1024000,0,3,253
19000000,1162.0576,61.785282,0,1043,11027,1024000,0,3,253
20000000,1226.8887,61.93905,0,1100,6766,1024000,0,3,253
21000000,1287.1973,61.860695,0,1161,6997,1024000,0,3,253
22000000,1348.1738,61.82015,0,1217,6841,1024000,0,3,253
23000000,1408.7324,61.76484,0,1274,7428,1024000,0,3,253
24000000,1470.7471,61.77533,0,1328,6816,1024000,0,3,253
25000000,1530.6514,61.69991,0,1385,7340,1024000,0,3,253
26000000,1591.7812,61.677822,0,1449,6879,1024000,0,3,253
27000000,1651.709,61.612537,0,1515,6947,1024000,0,3,253
28000000,1712.0635,61.5673,0,1566,6970,1024000,0,3,253
29000000,1772.3184,61.52174,0,1621,6963,1024000,0,3,253
30000000,1833.2549,61.50211,0,1670,6929,1024000,0,3,253
31000000,1893.4844,61.460804,0,1725,7498,1024000,0,3,253
32000000,1954.3262,61.44134,0,1784,7222,1024000,0,3,253
33000000,2012.0967,61.329453,0,1842,10089,1024000,0,3,253
34000000,2075.8105,61.399982,0,1906,7272,1024000,0,3,253
35000000,2136.747,61.386665,0,1961,6997,1024000,0,3,253
36000000,2198.0361,61.38394,0,2012,7275,1024000,0,3,253
37000000,2253.8037,61.231358,0,2075,11021,1024000,0,3,253
38000000,2318.2588,61.316616,0,2125,6766,1024000,0,3,253
39000000,2378.1074,61.278793,0,2184,7303,1024000,0,3,253
40000000,2438.666,61.2607,0,2242,7209,1024000,0,3,253
41000000,2498.5156,61.226124,0,2295,7105,1024000,0,3,253
42000000,2558.9463,61.207096,0,2349,7272,1024000,0,3,253
43000000,2618.8535,61.176735,0,2403,7431,1024000,0,3,253
44000000,2679.4775,61.164112,0,2447,7238,1024000,0,3,253
45000000,2739.794,61.145195,0,2496,7035,1024000,0,3,253
46000000,2800.003,61.124756,0,2546,6929,1024000,0,3,253
47000000,2859.2373,61.084373,0,2607,6947,1024000,0,3,253
48000000,2915.1943,60.977123,0,2664,10693,1024000,0,3,253
49000000,2978.7783,61.030537,0,2717,6947,1024000,0,3,253
50000000,3038.6943,61.00816,0,2773,6929,1024000,0,3,253
51000000,3094.626,60.908245,0,2824,10779,1024000,0,3,253
52000000,3158.293,60.96149,0,2881,6920,1024000,0,3,253
53000000,3214.5332,60.872086,0,2936,10743,1024000,0,3,253
54000000,3278.0479,60.921196,0,2989,6985,1024000,0,3,253
55000000,3333.879,60.828323,0,3050,10672,1024000,0,3,253
56000000,3393.3477,60.803963,0,3113,10698,1024000,0,3,253
57000000,3457.329,60.859898,0,3172,6929,1024000,0,3,253
58000000,3517.2764,60.844112,0,3227,6997,1024000,0,3,253
59000000,3577.796,60.838593,0,3283,6891,1024000,0,3,253
60000000,3633.7764,60.757362,0,3335,11121,1024000,0,3,253
61000000,3697.6885,60.809246,0,3389,6929,1024000,0,3,253
62000000,3757.54,60.79375,0,3440,7245,1024000,0,3,253
63000000,3813.4756,60.7164,0,3496,10739,1024000,0,3,253
64000000,3876.8252,60.757664,0,3554,6766,1024000,0,3,253
65000000,3936.3643,60.738865,0,3607,6910,1024000,0,3,253
66000000,3991.8594,60.659184,0,3668,10461,1024000,0,3,253
67000000,4051.1816,60.639168,0,3729,10819,1024000,0,3,253
68000000,4115.2363,60.68954,0,3770,7363,1024000,0,3,253
69000000,4174.9883,60.675915,0,3829,7340,1024000,0,3,253
70000000,4235.7783,60.677547,0,3884,7247,1024000,0,3,253
71000000,4296.551,60.67889,0,3935,7340,1024000,0,3,253
72000000,4358.257,60.69319,0,3992,6929,1024000,0,3,253
73000000,4418.5723,60.688004,0,4046,7340,1024000,0,3,253
74000000,4480.4805,60.704533,0,4091,7322,1024000,0,3,253
75000000,4541.3584,60.706856,0,4147,7042,1024000,0,3,253
76000000,4602.084,60.7071,0,4215,7263,1024000,0,3,253
77000000,4662.75,60.70657,0,4274,6997,1024000,0,3,253
78000000,4723.8486,60.711605,0,4334,6804,1024000,0,3,253
79000000,4784.202,60.70706,0,4392,6922,1024000,0,3,253
80000000,4845.5205,60.71472,0,4446,6766,1024000,0,3,253
81000000,4905.8496,60.709953,0,4504,6947,1024000,0,3,253
82000000,4966.9014,60.714127,0,4563,6841,1024000,0,3,253
