timestamp,mag_inconsistency_angle
496000,6.2618737e-09
992000,7.819359e-09
1496000,7.633482e-09
1992000,7.716529e-09
2496000,8.276825e-09
2992000,1.7997452e-05
3500000,0.0001847393
3992000,0.0003517044
4488000,0.0002066796
4996000,1.9532912e-05
5500000,1.8531704e-06
5996000,1.911434e-07
6492000,0.000105865765
6996000,1.0007974e-05
7492000,0.00030756593
7996000,2.9063558e-05
8492000,2.8990528e-06
9000000,2.8130682e-07
9492000,3.5537443e-08
9988000,0.000929977
10496000,8.7861044e-05
10988000,0.00078873744
11496000,0.0002442593
12000000,2.3081426e-05
12496000,0.00038807926
12992000,3.8598002e-05
13496000,3.6527956e-06
13992000,0.00040818908
14488000,4.059771e-05
14992000,3.8412863e-06
15500000,3.701991e-07
15996000,4.3909495e-08
16344000,1.40983545e-08
