timestamp,speed_xy,speed_up,speed_down,want_takeoff
6632000,5.0,3.0,1.0,0
6652000,5.0,3.0,1.0,0
7632000,5.0,3.0,1.0,0
8632000,5.0,3.0,1.0,0
9572000,5.0,3.0,1.0,0
