timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count,clip_counter[0],clip_counter[1],clip_counter[2],samples
59972000,59972000,1311004,-0.46328375,0.17602323,-9.691358,11.816528,0,0,0,0,1
60972000,60972000,1311004,-0.34260878,0.16180514,-8.245857,11.824097,0,0,0,0,1
61972000,61972000,1311004,-0.08151207,0.05594303,-9.52981,11.826233,0,0,0,0,1
62972000,62972000,1311004,0.033457685,-0.0804286,-10.415848,11.823273,0,0,0,0,1
63972000,63972000,1311004,-0.07231514,0.11250942,-10.338472,11.816986,0,0,0,0,1
64972000,64972000,1311004,-0.032125887,0.039227612,-9.040245,11.810638,0,0,0,0,1
65972000,65972000,1311004,-0.1747831,-0.11006999,-9.481406,11.8090515,0,0,0,0,1
66972000,66972000,1311004,-0.028721716,-0.032574065,-9.398922,11.809937,0,0,0,0,1
67972000,67972000,1311004,-0.16744067,-0.19110903,-9.544258,11.812134,0,0,0,0,1
68972000,68972000,1311004,0.3281385,-0.3863145,-8.37173,11.812744,0,0,0,0,1
69972000,69972000,1311004,-0.0043244567,-0.2840308,-10.389124,11.817322,0,0,0,0,1
70972000,70972000,1311004,-0.067522146,-0.0942624,-8.487357,11.826904,0,0,0,0,1
71972000,71972000,1311004,-0.14681458,0.0372327,-10.6531,11.824249,0,0,0,0,1
72972000,72972000,1311004,-0.01194664,-0.06052058,-8.768442,11.817352,0,0,0,0,1
73972000,73972000,1311004,-0.01002227,-0.11804629,-9.340727,11.815094,0,0,0,0,1
74972000,74972000,1311004,-0.09477061,-0.20216307,-9.723681,11.815033,0,0,0,0,1
75972000,75972000,1311004,-0.046184916,-0.08130267,-8.747986,11.816101,0,0,0,0,1
76972000,76972000,1311004,-0.14198996,-0.024455676,-9.827781,11.8229065,0,0,0,0,1
77972000,77972000,1311004,-0.12590422,-0.0424821,-9.508825,11.827423,0,0,0,0,1
78972000,78972000,1311004,-0.06486212,-0.11018762,-9.079561,11.826508,0,0,0,0,1
79972000,79972000,1311004,0.013511143,0.017851919,-9.36858,11.82663,0,0,0,0,1
80972000,80972000,1311004,-0.24014191,-0.3933899,-7.4108763,11.827698,0,0,0,0,1
81972000,81972000,1311004,0.047900386,-0.087383494,-9.664583,11.827728,0,0,0,0,1
82972000,82972000,1311004,-0.07406192,-0.055850428,-9.761257,11.827728,0,0,0,0,1
83972000,83972000,1311004,-0.0037460579,-0.0397223,-9.722866,11.827728,0,0,0,0,1
84972000,84972000,1311004,0.094863065,0.04383485,-9.891988,11.827728,0,0,0,0,1
