timestamp,mag_inconsistency_angle
496000,6.6983166e-09
992000,9.351705e-09
1496000,8.359068e-09
1992000,7.301708e-09
2496000,7.838964e-09
2992000,9.583806e-09
3500000,0.00015899264
3992000,1.5818161e-05
4500000,1.5003415e-06
4996000,1.560117e-07
5488000,2.3457167e-08
5996000,0.0005642221
6500000,5.3309162e-05
6996000,5.308547e-06
7492000,5.351193e-07
7996000,5.839695e-08
8492000,1.4017185e-08
8988000,8.788403e-09
9492000,8.370421e-09
9988000,6.565147e-09
10496000,0.00036038776
11000000,3.405321e-05
11496000,0.0007294162
11992000,0.0007602785
12496000,0.00029815332
12992000,2.9655514e-05
13496000,2.8094007e-06
13992000,2.853664e-07
14500000,0.00015706432
14640000,0.00023193973
