timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
22068000,22068000,0.9,0.0003224774,-0.5619136,3.7706914,0.009304127,3.714292,0
22080000,22080000,0.9,0.00031893683,-0.55290145,3.7555466,0.0090444,3.692387,0
22168000,22168000,0.9,0.00028960587,-0.5749602,3.586978,0.010240102,3.535593,0
22268000,22268000,0.9,0.0002615961,-0.507465,3.4125013,0.00838488,3.3653972,0
22368000,22368000,0.9,0.00023746329,-0.5414299,3.2466145,0.010032547,3.2032704,0
22468000,22468000,0.9,0.00021649462,-0.61988735,3.0889106,0.013822217,3.0489562,0
22568000,22568000,0.9,0.00019812837,-0.545221,2.9390128,0.011238313,2.9019904,0
22668000,22668000,0.9,0.00018191892,-0.48290044,2.7963965,0.009265608,2.762032,0
22768000,22768000,0.9,0.00016751458,-0.50199443,2.660776,0.01052318,2.6287665,0
22868000,22868000,0.9,0.00015464638,-0.51836705,2.5317307,0.011792742,2.5019119,0
22968000,22968000,0.9,0.00014311152,-0.48837423,2.409056,0.011000592,2.3812096,0
23068000,23068000,0.9,0.00013271192,-0.5478921,2.2923496,0.014550124,2.2662904,0
23168000,23168000,0.9,0.00012329426,-0.52539384,2.1812985,0.014060874,2.1568766,0
23268000,23268000,0.9,0.00011474599,-0.5054147,2.0756602,0.013674045,2.05278,0
23368000,23368000,0.9,0.00010696616,-0.5009093,1.9751261,0.014115001,1.9536482,0
23468000,23468000,0.9,9.9357225e-05,-0.35426438,1.8866949,0.007391129,1.864752,1
23568000,23568000,0.9,9.203618e-05,-0.05373776,1.8056048,0.00017770265,1.7856894,1
23668000,23668000,0.9,8.545825e-05,-0.02067399,1.7262398,2.751091e-05,1.7075803,1
23768000,23768000,0.9,7.951268e-05,-0.10798913,1.6478846,0.0007863046,1.630059,1
23868000,23868000,0.9,7.410999e-05,-0.11633849,1.5711356,0.0009571735,1.5543319,1
23968000,23968000,0.9,6.921008e-05,-0.086558044,1.4971575,0.0005560385,1.481746,1
24068000,24068000,0.9,6.513247e-05,-0.39396936,1.4272879,0.012082889,1.4134945,1
24168000,24168000,0.9,6.164395e-05,-0.8107287,1.3619376,0.05362304,1.3499715,1
24268000,24268000,0.9,5.8463742e-05,-0.92472225,1.3067529,0.07270874,1.2957113,1
24368000,24368000,0.9,5.548671e-05,-0.9475633,1.2550628,0.07948926,1.2444404,1
