timestamp,main_state_changes,main_state
20000,0,0
528000,0,0
1032000,0,0
1248000,0,0
1512000,0,0
2016000,0,0
2520000,0,0
3024000,0,0
3528000,0,0
4032000,0,0
4536000,0,0
5040000,0,0
5544000,0,0
6048000,0,0
6552000,0,0
7056000,0,0
7560000,0,0
8064000,0,0
8208000,1,4
8220000,1,4
8724000,1,4
9228000,1,4
9624000,2,7
10128000,2,7
10632000,2,7
11136000,2,7
11640000,2,7
12144000,2,7
12648000,2,7
13152000,2,7
13656000,2,7
14160000,2,7
14652000,2,7
15156000,2,7
15660000,2,7
16164000,2,7
16668000,2,7
17172000,2,7
17676000,2,7
18180000,2,7
18684000,2,7
19188000,2,7
19692000,2,7
20196000,2,7
20700000,2,7
21204000,2,7
21708000,2,7
22212000,2,7
22716000,2,7
23220000,2,7
23724000,2,7
24228000,2,7
24732000,2,7
25236000,2,7
25740000,2,7
26244000,2,7
26748000,2,7
27252000,2,7
27756000,2,7
28260000,2,7
28764000,2,7
29268000,2,7
29772000,2,7
30276000,2,7
30780000,2,7
31284000,2,7
31788000,2,7
32292000,2,7
32796000,2,7
33300000,2,7
33804000,2,7
34308000,2,7
34812000,2,7
35316000,2,7
35820000,2,7
36324000,2,7
36828000,2,7
37332000,2,7
37836000,2,7
38340000,2,7
38844000,2,7
39348000,2,7
39852000,2,7
40356000,2,7
40860000,2,7
41364000,2,7
41868000,2,7
42372000,2,7
42876000,2,7
43380000,2,7
43884000,2,7
44388000,2,7
44892000,2,7
45396000,2,7
45900000,2,7
46404000,2,7
46908000,2,7
47412000,2,7
47916000,2,7
48420000,2,7
48924000,2,7
49428000,2,7
49932000,2,7
50436000,2,7
50940000,2,7
51444000,2,7
51948000,2,7
52452000,2,7
52956000,2,7
53460000,2,7
53964000,2,7
54468000,2,7
54972000,2,7
55476000,2,7
55980000,2,7
56484000,2,7
56988000,2,7
57492000,2,7
57996000,2,7
58500000,2,7
59004000,2,7
59508000,2,7
60012000,2,7
60516000,2,7
61020000,2,7
61524000,2,7
62028000,2,7
62532000,2,7
63036000,2,7
63540000,2,7
64044000,2,7
64548000,2,7
65052000,2,7
65556000,2,7
66060000,2,7
66564000,2,7
67068000,2,7
67572000,2,7
68076000,2,7
68580000,2,7
69084000,2,7
69588000,2,7
70092000,2,7
70596000,2,7
71100000,2,7
71604000,2,7
72108000,2,7
72612000,2,7
73116000,2,7
73620000,2,7
74124000,2,7
74628000,2,7
75132000,2,7
75636000,2,7
75672000,2,7
76176000,2,7
76680000,2,7
77184000,2,7
77688000,2,7
78192000,2,7
78696000,2,7
79200000,2,7
79704000,2,7
80208000,2,7
80712000,2,7
81216000,2,7
81720000,2,7
82224000,2,7
82728000,2,7
83232000,2,7
