timestamp,rtl_time_s,rtl_limit_fraction
8216000,3.2442302e-11,3.6047005e-14
9248000,0.075051084,8.339009e-05
10276000,0.054134697,6.0149665e-05
11288000,0.03242431,3.602701e-05
12296000,0.026251085,2.9167875e-05
13308000,0.020548875,2.2832082e-05
14308000,0.045032162,5.003574e-05
15316000,0.0063945507,7.1050567e-06
16328000,0.0015211271,1.6901413e-06
17336000,0.03513726,3.90414e-05
18348000,0.07262482,8.069424e-05
19348000,0.10211001,0.00011345558
20356000,0.5164655,0.0005738505
21368000,1.0678623,0.0011865137
22376000,1.7918723,0.0019909693
23388000,2.0819168,0.0023132411
24388000,2.396493,0.0026627702
25396000,2.4405215,0.0027116907
26408000,2.340095,0.002600106
27416000,2.1531484,0.0023923873
28428000,2.3467975,0.002607553
29428000,2.5315955,0.002812884
30436000,2.5373166,0.0028192408
31448000,2.5140057,0.0027933398
32456000,2.4891849,0.002765761
33468000,2.4777722,0.0027530803
34468000,2.4625099,0.002736122
35476000,2.3405118,0.0026005688
36488000,2.3728669,0.0026365188
37496000,2.645581,0.0029395346
38508000,2.7625885,0.0030695428
39508000,2.7396374,0.0030440418
40516000,2.7094295,0.0030104774
41528000,2.6750703,0.0029723004
42536000,2.6432652,0.0029369616
43548000,2.5074577,0.0027860643
44548000,2.4689364,0.0027432628
45556000,2.4855585,0.0027617319
46568000,2.482397,0.0027582191
47576000,2.4869316,0.0027632574
48588000,2.4795244,0.0027550273
49588000,2.4719148,0.002746572
50596000,2.4757907,0.0027508787
51608000,2.1811912,0.002423546
52616000,1.8950906,0.0021056563
53628000,2.0952082,0.002328009
54628000,2.2370317,0.002485591
55636000,2.212287,0.0024580967
56648000,2.1931918,0.0024368798
57656000,2.1709893,0.0024122105
58668000,2.1642013,0.0024046681
59668000,1.8794298,0.0020882555
60676000,1.4783518,0.0016426132
61688000,1.2568741,0.0013965269
62696000,1.363208,0.0015146757
63708000,1.8022723,0.002002525
64708000,2.328305,0.0025870057
65716000,2.6089592,0.0028988435
66728000,2.6612592,0.002956955
67736000,2.2493322,0.002499258
68748000,1.8474181,0.0020526869
69748000,1.7913042,0.001990338
70756000,2.048861,0.0022765126
71768000,2.0835874,0.0023150973
72776000,2.0573847,0.0022859832
73788000,2.0187984,0.0022431093
74788000,1.9853673,0.0022059637
75788000,1.9768082,0.0021964537
76796000,1.3450345,0.0014944827
77796000,0.52828175,0.0005869798
78808000,0.100034855,0.00011114984
79816000,0.07402968,8.22552e-05
80828000,0.07572605,8.414006e-05
81836000,0.08999344,9.9992714e-05
82856000,0.09033574,0.00010037305
