timestamp,mag_inconsistency_angle
496000,6.374747e-09
1000000,9.0644345e-09
1496000,8.153082e-09
1992000,8.434536e-09
2496000,7.618015e-09
2992000,8.481659e-09
3488000,0.00026460743
3992000,2.500466e-05
4488000,5.0652146e-05
4996000,4.7922126e-06
5488000,4.844771e-07
5996000,0.00023768007
6500000,2.246109e-05
6996000,2.240723e-06
7492000,2.3062726e-07
7996000,2.8737587e-08
8492000,0.000120918725
8988000,1.2031858e-05
9492000,1.1432825e-06
10000000,0.00014614934
10492000,1.4539479e-05
11000000,1.38045e-06
11496000,0.00073231163
11992000,0.00021466344
12496000,2.0285515e-05
12992000,2.0249934e-06
13496000,1.9939789e-07
13992000,2.6770861e-08
14500000,1.0332075e-08
14608000,1.05267315e-08
82060000,1.06377005e-08
82072000,1.0697238e-08
82556000,7.798778e-09
