timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
1000000,105.4707,130.53305,0,14,6948,1024000,0,3,253
2000000,158.33789,87.57626,0,66,8698,1024000,0,3,253
3000000,213.27734,75.95347,0,119,9042,1024000,0,3,253
4000000,268.06738,70.39584,0,173,9240,1024000,0,3,253
5000000,324.16504,67.42201,0,227,9540,1024000,0,3,253
6000000,380.35254,65.48769,0,282,9453,1024000,0,3,253
7000000,435.9668,64.03742,0,340,9752,1024000,0,3,253
8000000,493.9707,63.26469,0,398,9575,1024000,0,3,253
9000000,554.0635,62.904575,0,456,10772,1024000,0,3,253
10000000,614.8008,62.6836,0,514,11027,1024000,0,3,253
11000000,675.4238,62.49295,0,570,10611,1024000,0,3,253
12000000,735.4834,62.286873,0,626,10670,1024000,0,3,253
13000000,795.0615,62.075382,0,699,10354,1024000,0,3,253
14000000,854.5703,61.889507,0,760,10446,1024000,0,3,253
15000000,914.6094,61.76454,0,822,10163,1024000,0,3,253
16000000,973.86816,61.606033,0,876,10881,1024000,0,3,253
17000000,1035.7441,61.622093,0,941,10170,1024000,0,3,253
18000000,1095.8418,61.536488,0,995,10804,1024000,0,3,253
19000000,1156.8477,61.508274,0,1049,10426,1024000,0,3,253
20000000,1217.0977,61.444748,0,1109,10572,1024000,0,3,253
21000000,1277.5537,61.397236,0,1172,10160,1024000,0,3,253
22000000,1337.418,61.326942,0,1234,10329,1024000,0,3,253
23000000,1399.0713,61.34125,0,1295,10394,1024000,0,3,253
24000000,1463.6875,61.478813,0,1341,7211,1024000,0,3,253
25000000,1521.0635,61.313423,0,1404,9716,1024000,0,3,253
26000000,1581.1592,61.266243,0,1459,9670,1024000,0,3,253
27000000,1640.2744,61.186005,0,1515,9764,1024000,0,3,253
28000000,1700.2109,61.14107,0,1571,10261,1024000,0,3,253
29000000,1760.7529,61.120274,0,1624,10753,1024000,0,3,253
30000000,1821.5127,61.10818,0,1676,10739,1024000,0,3,253
31000000,1883.2715,61.1293,0,1734,10136,1024000,0,3,253
32000000,1943.6289,61.105034,0,1795,10254,1024000,0,3,253
33000000,2004.1143,61.086147,0,1865,10343,1024000,0,3,253
34000000,2064.6826,61.07083,0,1926,10593,1024000,0,3,253
35000000,2125.8584,61.073845,0,1985,10227,1024000,0,3,253
36000000,2186.712,61.067688,0,2040,9317,1024000,0,3,253
37000000,2246.0068,61.019527,0,2106,9444,1024000,0,3,253
38000000,2305.163,60.970245,0,2166,10142,1024000,0,3,253
39000000,2365.7803,60.961147,0,2220,9746,1024000,0,3,253
40000000,2425.3955,60.927338,0,2280,9714,1024000,0,3,253
41000000,2485.1182,60.89782,0,2332,9494,1024000,0,3,253
42000000,2544.1416,60.852985,0,2393,10158,1024000,0,3,253
43000000,2604.7148,60.846447,0,2447,9687,1024000,0,3,253
44000000,2664.4297,60.820618,0,2506,9603,1024000,0,3,253
45000000,2724.1973,60.79712,0,2561,9746,1024000,0,3,253
46000000,2783.8438,60.772003,0,2621,9512,1024000,0,3,253
47000000,2843.3281,60.744488,0,2676,9708,1024000,0,3,253
48000000,2902.916,60.7203,0,2729,9802,1024000,0,3,253
49000000,2962.334,60.693615,0,2785,10086,1024000,0,3,253
50000000,3020.9453,60.65181,0,2846,10950,1024000,0,3,253
51000000,3081.8145,60.65609,0,2901,9798,1024000,0,3,253
52000000,3141.1396,60.630398,0,2962,9641,1024000,0,3,253
53000000,3200.7295,60.610695,0,3023,9558,1024000,0,3,253
54000000,3259.6514,60.579308,0,3079,10456,1024000,0,3,253
55000000,3320.0752,60.576473,0,3135,9968,1024000,0,3,253
56000000,3379.3984,60.554012,0,3193,10393,1024000,0,3,253
57000000,3439.792,60.55119,0,3245,10288,1024000,0,3,253
58000000,3500.0322,60.54581,0,3295,10546,1024000,0,3,253
59000000,3560.711,60.54807,0,3356,9737,1024000,0,3,253
60000000,3620.8486,60.54121,0,3412,10156,1024000,0,3,253
61000000,3680.8145,60.531746,0,3475,9646,1024000,0,3,253
62000000,3744.042,60.575363,0,3532,6851,1024000,0,3,253
63000000,3800.0576,60.502766,0,3593,10097,1024000,0,3,253
64000000,3859.4863,60.48593,0,3653,9764,1024000,0,3,253
65000000,3918.586,60.46454,0,3705,10440,1024000,0,3,253
66000000,3977.9111,60.447227,0,3770,10027,1024000,0,3,253
67000000,4037.1455,60.429073,0,3828,10353,1024000,0,3,253
68000000,4097.159,60.422947,0,3881,10227,1024000,0,3,253
69000000,4156.8184,60.411846,0,3937,10569,1024000,0,3,253
70000000,4221.169,60.46827,0,3997,6820,1024000,0,3,253
71000000,4281.6357,60.46825,0,4055,7046,1024000,0,3,253
72000000,4339.125,60.426765,0,4116,10583,1024000,0,3,253
73000000,4403.3154,60.478455,0,4173,7236,1024000,0,3,253
74000000,4464.7354,60.49121,0,4228,6808,1024000,0,3,253
75000000,4521.496,60.441345,0,4286,10744,1024000,0,3,253
76000000,4587.12,60.509712,0,4335,6849,1024000,0,3,253
77000000,4644.2705,60.465973,0,4384,10993,1024000,0,3,253
78000000,4704.8564,60.467518,0,4449,10727,1024000,0,3,253
79000000,4765.117,60.464893,0,4511,9578,1024000,0,3,253
80000000,4824.4844,60.451138,0,4569,10923,1024000,0,3,253
81000000,4887.1494,60.478535,0,4621,10187,1024000,0,3,253
82000000,4947.1846,60.473114,0,4676,10393,1024000,0,3,253
83000000,5008.1465,60.479015,0,4731,8886,1024000,0,3,253
