timestamp,mag_inconsistency_angle
496000,8.039375e-09
1000000,8.59279e-09
1496000,7.681877e-09
1992000,7.56726e-09
2496000,9.030461e-09
2992000,8.140904e-09
3496000,0.00018163986
3992000,1.8068238e-05
4500000,1.7147925e-06
4996000,1.7855389e-07
5488000,2.5361786e-08
5996000,9.125388e-09
6492000,9.042709e-09
6996000,7.6295334e-09
7492000,8.30958e-09
7996000,7.629199e-09
8492000,7.661271e-09
8988000,9.4201305e-09
9492000,8.154204e-05
10000000,7.710684e-06
10496000,7.7440643e-07
11000000,8.06352e-08
11496000,1.466345e-08
12000000,8.428518e-09
12496000,7.1522314e-05
12992000,7.120239e-06
13496000,6.804143e-07
13992000,0.00019927273
14500000,1.8833172e-05
14608000,1.1278976e-05
33892000,1.0715223e-05
33904000,1.0179724e-05
34388000,0.0003433908
