timestamp,tilt_limit,takeoff_state
700000,0.0,1
6616000,0.0024,1
6624000,0.004,1
7616000,0.2023999,1
7656000,0.20943952,1
14624000,0.20943952,2
15624000,0.20943952,3
15656000,0.20943952,4
18664000,0.21103951,5
18676000,0.21343951,5
19664000,0.41103977,5
20664000,0.6110402,5
21536000,0.7853982,5
77368000,0.78379816,3
77380000,0.7813982,3
78368000,0.58379775,3
79368000,0.38379738,3
80240000,0.20943952,1
