timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6608000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
75644000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
77408000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77460000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77508000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77560000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77608000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77660000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77708000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77760000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77808000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77860000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77908000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
77960000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78008000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78060000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78108000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78164000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78220000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78268000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78320000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78368000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78420000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78468000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78520000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78568000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78620000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78668000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78720000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78768000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78820000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78868000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78920000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78968000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79020000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79068000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79120000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79168000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79172000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79228000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79280000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79328000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
