timestamp,flag_armed,flag_external_manual_override_ok,flag_multicopter_position_control_enabled,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled
20000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
524000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1028000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1220000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
1520000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2024000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
2528000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3032000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
3536000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4040000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
4544000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5048000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
5552000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6056000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6560000,0,0,0,1,0,0,1,1,0,0,0,0,0,0
6608000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
6620000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
7124000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
7628000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
8132000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
8636000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
9140000,0,0,1,0,1,0,1,1,0,1,1,1,1,0
9584000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
10088000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
10592000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
11096000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
11600000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
12104000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
12608000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
13112000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
13616000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
14120000,0,0,1,0,0,1,1,1,1,1,1,1,1,0
14624000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
15128000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
15632000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
16136000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
16640000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
17144000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
17648000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
18152000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
18656000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
19160000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
19664000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
20168000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
20672000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
21176000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
21680000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
22184000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
22688000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23192000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
23696000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
24200000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
24704000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
25208000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
25712000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26216000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26684000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
26924000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
26960000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
27020000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
27056000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
27356000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
27392000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
27416000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
27452000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
27920000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
27956000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
28316000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
28352000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
28652000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
28688000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
28820000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
28856000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
28892000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
28952000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
29384000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
29420000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
29684000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
29720000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
29888000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
29924000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
30020000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
30056000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
30284000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
30320000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
30452000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
30488000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
30920000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
30992000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
31460000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
31484000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
31688000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
31724000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
32156000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
32192000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
32216000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
32252000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
32348000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
32384000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
32720000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
32756000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
33116000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
33188000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
33524000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
33584000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
33716000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
33752000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
33884000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
33920000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
33992000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
34016000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
34088000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
34124000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
34316000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
34388000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
34556000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
34592000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
34724000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
34760000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
34988000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
35024000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
35156000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
35252000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
35624000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
35648000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
35720000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
35816000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
36020000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
36056000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
36452000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
36488000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
36656000,1,0,1,0,0,1,1,1,1,1,1,1,1,0
36692000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
37196000,1,0,1,0,0,1,1,1,1,1,0,1,1,0
