timestamp,mag_inconsistency_angle
496000,5.9300476e-09
992000,8.39665e-09
1496000,8.32869e-09
1992000,4.5211735e-05
2496000,4.0709852e-05
2992000,4.055165e-06
3500000,3.902418e-07
3992000,4.67831e-08
4500000,1.1836154e-08
4996000,8.6435445e-09
5488000,0.00013022906
5996000,1.2311321e-05
6492000,0.00012612864
6996000,0.0011572858
7492000,0.00016421221
7996000,1.5519861e-05
8492000,1.5509885e-06
8988000,0.00023604452
9492000,2.2305172e-05
10000000,2.114328e-06
10496000,2.172423e-07
11000000,2.8388667e-08
11496000,1.0222989e-08
12000000,8.976334e-09
12496000,7.3677304e-09
12992000,8.469065e-09
13496000,7.721003e-09
13992000,0.000456868
14500000,4.316676e-05
14620000,2.4556712e-05
79388000,2.332921e-05
79400000,2.2163025e-05
79884000,2.3269897e-06
