timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1208000,0.0,0.0,488.03906,0.0,0.0,0.0,0.0,1,0,0,0
6608000,47.397742215616006,8.545594023901698,488.0205,0.0350949,0.009325882,0.018559001,1.5692775,1,1,1,0
14636000,47.397741898455834,8.545594202410694,487.99924,-0.0001717029,0.022761969,0.03981208,1.5761837,1,1,1,0
16388000,47.397741928176444,8.545593858238094,487.96024,0.0031330772,-0.0031433518,0.0788215,1.5773029,1,1,1,0
