timestamp,timestamp_sample,device_id,error_count,pressure,temperature
988000,988000,6620172,0,955.9615,11.827759
1996000,1996000,6620172,0,955.9518,11.827759
2984000,2984000,6620172,0,955.9517,11.827759
3992000,3992000,6620172,0,955.96484,11.827759
5000000,5000000,6620172,0,955.9409,11.827759
5984000,5984000,6620172,0,955.9451,11.827759
6992000,6992000,6620172,0,955.9427,11.827759
8000000,8000000,6620172,0,955.9484,11.827759
8988000,8988000,6620172,0,955.9411,11.827759
9996000,9996000,6620172,0,955.9416,11.827759
10984000,10984000,6620172,0,955.9389,11.827759
11992000,11992000,6620172,0,955.9432,11.827759
13000000,13000000,6620172,0,955.9599,11.827759
13988000,13988000,6620172,0,955.9599,11.827759
14996000,14996000,6620172,0,955.92163,11.827759
15980000,15980000,6620172,0,955.95715,11.827759
16988000,16988000,6620172,0,955.9389,11.827728
17996000,17996000,6620172,0,955.9412,11.827728
18984000,18984000,6620172,0,955.9501,11.827728
19992000,19992000,6620172,0,955.91266,11.82605
21000000,21000000,6620172,0,955.8522,11.822479
21988000,21988000,6620172,0,955.81445,11.819458
22996000,22996000,6620172,0,955.75934,11.817291
23984000,23984000,6620172,0,955.71594,11.814545
24992000,24992000,6620172,0,955.6903,11.813293
26000000,26000000,6620172,0,955.6932,11.813293
26984000,26984000,6620172,0,955.71155,11.813568
27992000,27992000,6620172,0,955.7107,11.813904
29000000,29000000,6620172,0,955.7827,11.818085
29988000,29988000,6620172,0,955.8548,11.822418
30996000,30996000,6620172,0,955.93964,11.826996
31984000,31984000,6620172,0,955.9515,11.827728
32992000,32992000,6620172,0,955.9608,11.827759
34000000,34000000,6620172,0,955.9413,11.827759
34988000,34988000,6620172,0,955.97253,11.827759
