timestamp,mag_inconsistency_angle
496000,6.3417227e-09
992000,8.266215e-09
1496000,6.2747754e-09
1992000,0.0010154827
2496000,0.00043981633
2992000,4.3743734e-05
3500000,4.141046e-06
3992000,0.0003167259
4500000,2.9929062e-05
4996000,2.9821879e-06
5500000,2.893458e-07
5996000,5.753768e-05
6500000,5.442257e-06
6996000,5.493635e-07
7492000,0.00012037621
7996000,0.0007246715
8492000,0.00045947853
9000000,4.341477e-05
9492000,4.3246014e-06
9988000,4.3668095e-07
10496000,0.000115437775
10988000,7.43117e-05
11496000,0.00013950416
12000000,5.5052365e-05
12496000,5.4824177e-06
12992000,5.523014e-07
13496000,5.9765526e-08
13992000,1.44798085e-08
14496000,8.022013e-09
14620000,7.8671105e-09
34696000,8.2078255e-09
34704000,7.841353e-09
35188000,5.0410177e-05
