timestamp,timestamp_sample,device_id,error_count,pressure,temperature
988000,988000,6620428,0,955.961,11.827728
1996000,1996000,6620428,0,955.9513,11.827728
2984000,2984000,6620428,0,955.95123,11.827728
3992000,3992000,6620428,0,955.96436,11.827728
4976000,4976000,6620428,0,955.95135,11.827728
5984000,5984000,6620428,0,955.94464,11.827728
6992000,6992000,6620428,0,955.94226,11.827728
8000000,8000000,6620428,0,955.94794,11.827728
8988000,8988000,6620428,0,955.9406,11.827728
9996000,9996000,6620428,0,955.94116,11.827728
10984000,10984000,6620428,0,955.9384,11.827728
11992000,11992000,6620428,0,955.9427,11.827728
13000000,13000000,6620428,0,955.9594,11.827728
13988000,13988000,6620428,0,955.9594,11.827728
14996000,14996000,6620428,0,955.92114,11.827728
15980000,15980000,6620428,0,955.9567,11.827728
16988000,16988000,6620428,0,955.9389,11.827728
17996000,17996000,6620428,0,955.9412,11.827728
18984000,18984000,6620428,0,955.9501,11.827728
19992000,19992000,6620428,0,955.92914,11.826965
21000000,21000000,6620428,0,955.87115,11.823578
21988000,21988000,6620428,0,955.82855,11.820282
22996000,22996000,6620428,0,955.7694,11.817841
23984000,23984000,6620428,0,955.739,11.815857
24992000,24992000,6620428,0,955.6885,11.813202
25976000,25976000,6620428,0,955.6896,11.812805
26984000,26984000,6620428,0,955.6974,11.812805
27992000,27992000,6620428,0,955.7001,11.8133545
29000000,29000000,6620428,0,955.69745,11.813324
29988000,29988000,6620428,0,955.6937,11.8133545
30996000,30996000,6620428,0,955.698,11.813385
31984000,31984000,6620428,0,955.69965,11.813477
32992000,32992000,6620428,0,955.711,11.813599
34000000,34000000,6620428,0,955.69434,11.813751
34988000,34988000,6620428,0,955.7286,11.813934
35996000,35996000,6620428,0,955.70984,11.813965
36980000,36980000,6620428,0,955.6914,11.813843
37988000,37988000,6620428,0,955.71686,11.813904
38996000,38996000,6620428,0,955.72,11.814026
39984000,39984000,6620428,0,955.7027,11.814178
40992000,40992000,6620428,0,955.7119,11.814392
42000000,42000000,6620428,0,955.7152,11.814606
42988000,42988000,6620428,0,955.7142,11.815033
43996000,43996000,6620428,0,955.7178,11.815033
44984000,44984000,6620428,0,955.72144,11.815002
45992000,45992000,6620428,0,955.72833,11.814911
47000000,47000000,6620428,0,955.7154,11.81485
47984000,47984000,6620428,0,955.7182,11.814819
48992000,48992000,6620428,0,955.7389,11.814758
50000000,50000000,6620428,0,955.7088,11.814697
50988000,50988000,6620428,0,955.7253,11.814697
51996000,51996000,6620428,0,955.7264,11.814667
52984000,52984000,6620428,0,955.71185,11.814514
53992000,53992000,6620428,0,955.7232,11.814423
55000000,55000000,6620428,0,955.70514,11.814301
55988000,55988000,6620428,0,955.7124,11.814209
56996000,56996000,6620428,0,955.69867,11.814056
57980000,57980000,6620428,0,955.7042,11.813904
58988000,58988000,6620428,0,955.68976,11.813599
59996000,59996000,6620428,0,955.7285,11.815491
60984000,60984000,6620428,0,955.7111,11.814545
61992000,61992000,6620428,0,955.7164,11.813843
63000000,63000000,6620428,0,955.6906,11.813934
63988000,63988000,6620428,0,955.72046,11.814178
64996000,64996000,6620428,0,955.723,11.814392
65984000,65984000,6620428,0,955.7082,11.814575
66992000,66992000,6620428,0,955.7101,11.815247
68000000,68000000,6620428,0,955.733,11.815765
68984000,68984000,6620428,0,955.7167,11.815277
69992000,69992000,6620428,0,955.7464,11.815491
71000000,71000000,6620428,0,955.74316,11.8159485
71988000,71988000,6620428,0,955.7509,11.816437
72996000,72996000,6620428,0,955.73895,11.8168335
73984000,73984000,6620428,0,955.7652,11.817078
74992000,74992000,6620428,0,955.76355,11.81723
76000000,76000000,6620428,0,955.7582,11.817322
76988000,76988000,6620428,0,955.8481,11.821716
77996000,77996000,6620428,0,955.918,11.825867
