timestamp,load,ram_usage
1004000,0.08,0.35740086
1504000,0.1,0.35808265
2004000,0.06,0.3580723
2504000,0.1,0.35780874
3004000,0.05882353,0.35794768
3504000,0.08,0.35776737
4004000,0.08,0.35824227
4504000,0.06,0.35790384
5004000,0.08,0.35828856
5504000,0.08,0.35837772
6004000,0.08,0.3585132
6504000,0.08,0.35855657
7004000,0.1,0.35844672
7504000,0.08,0.35839105
8004000,0.08,0.35845065
8504000,0.05,0.35833043
9004000,0.06666667,0.35819498
9504000,0.078431375,0.35816246
10004000,0.08,0.3584137
10504000,0.08,0.35837823
11004000,0.08,0.35845065
11504000,0.08,0.35845852
12004000,0.08,0.3584152
12504000,0.1,0.35843933
13004000,0.078431375,0.35840583
13504000,0.08,0.35844374
14004000,0.08,0.35841322
14504000,0.06,0.35842258
15004000,0.1,0.35849842
15504000,0.08,0.3585211
16004000,0.06,0.35854623
16504000,0.08,0.3581664
17004000,0.08,0.35856986
17504000,0.078431375,0.3586078
18004000,0.08,0.35858366
18504000,0.08,0.35869548
19004000,0.08,0.35851714
19504000,0.06,0.35870287
20004000,0.1,0.35863045
20504000,0.08,0.35865065
21004000,0.06,0.35865706
21504000,0.1,0.3586521
22004000,0.078431375,0.3586807
22504000,0.06,0.35868514
23004000,0.1,0.35870582
23504000,0.06,0.35870436
24004000,0.08,0.35868463
24504000,0.08,0.35872653
25004000,0.08,0.35875264
25504000,0.06,0.3587541
26004000,0.083333336,0.358761
26504000,0.06,0.35869056
27004000,0.1,0.35787672
27504000,0.08,0.3579516
28004000,0.06,0.35800925
28504000,0.1,0.35804668
29004000,0.04918033,0.35803634
29504000,0.08,0.35800236
30004000,0.08,0.35800236
30504000,0.08,0.35782352
31004000,0.08,0.35789397
31504000,0.08,0.35789248
32004000,0.078431375,0.35792354
32504000,0.08,0.35789987
33004000,0.06,0.35785753
33504000,0.08,0.3579329
34004000,0.08,0.35798165
34504000,0.08,0.35798118
35004000,0.06,0.35788658
35504000,0.08,0.3580063
36004000,0.1,0.35798463
36504000,0.08,0.35799348
37004000,0.06,0.35803732
37504000,0.07692308,0.35845608
38004000,0.08163265,0.35884574
38504000,0.05882353,0.3588871
39004000,0.08163265,0.358994
39504000,0.1,0.35888466
40004000,0.05882353,0.35885903
40504000,0.08,0.35877824
41004000,0.08,0.35890633
41504000,0.08,0.3588674
42004000,0.06,0.35884032
42504000,0.06,0.35893834
43004000,0.1,0.35889843
43504000,0.08,0.3590211
44004000,0.08,0.35901767
44504000,0.08,0.3589477
45004000,0.06,0.35895213
45504000,0.1,0.35905707
46004000,0.05882353,0.35913244
46504000,0.08,0.35901913
47004000,0.08,0.3591418
47504000,0.08,0.35898516
48004000,0.05882353,0.3588881
48504000,0.1,0.35895607
49004000,0.06,0.35895905
49504000,0.1,0.3590753
50004000,0.06,0.3591162
50504000,0.08,0.3591743
51004000,0.06,0.35903686
51504000,0.08,0.35909253
52004000,0.1,0.35905558
52504000,0.06,0.3591344
53004000,0.08,0.35913786
53504000,0.08,0.35915166
54004000,0.08,0.3591221
54504000,0.08,0.35907677
55004000,0.078431375,0.35918516
55504000,0.08,0.35891616
56004000,0.08,0.35899597
56504000,0.08,0.3590201
57004000,0.06,0.3589408
57504000,0.078431375,0.3588684
58004000,0.08,0.35891864
58504000,0.08,0.35884967
59004000,0.08,0.35877678
59504000,0.08,0.35955116
60004000,0.08,0.35957286
60504000,0.08,0.3597251
61004000,0.1,0.3598152
61504000,0.06,0.35971472
62004000,0.071428575,0.35976252
62504000,0.08,0.35994676
63004000,0.06,0.35990834
63504000,0.08,0.35996893
64004000,0.08,0.35981375
64504000,0.1,0.3597955
65004000,0.078431375,0.35962114
65504000,0.05882353,0.35957235
66004000,0.08,0.35959157
66504000,0.08,0.35979405
67004000,0.08,0.35983494
67504000,0.08,0.3598443
68004000,0.06666667,0.35989502
68504000,0.08,0.3597699
69004000,0.08,0.35974526
69504000,0.08,0.35979798
70004000,0.08,0.3597251
70504000,0.08,0.3597034
71004000,0.08,0.35976696
71504000,0.05882353,0.35985562
72004000,0.1,0.35983935
72504000,0.06,0.3597586
73004000,0.1,0.35977876
73504000,0.06,0.3598103
74004000,0.08,0.35984626
74504000,0.08,0.35980242
75004000,0.08,0.35978863
75504000,0.08,0.35975218
76004000,0.06557377,0.35959944
76504000,0.08,0.35976598
77004000,0.08,0.3598714
77504000,0.08,0.3598167
78004000,0.06666667,0.35923934
