timestamp,accel_device_id,gyro_device_id,accel_clipping[0],accel_clipping[1],accel_clipping[2],accel_error_count,gyro_error_count,accel_rate_hz,gyro_rate_hz,accel_raw_rate_hz,gyro_raw_rate_hz,accel_vibration_metric,gyro_vibration_metric,gyro_coning_vibration,mean_accel[0],mean_accel[1],mean_accel[2],mean_gyro[0],mean_gyro[1],mean_gyro[2],temperature_accel,temperature_gyro
944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0023315528,0.00013780661,4.2645112e-08,0.22665347,-0.25949907,-9.853356,-0.0061151385,-0.0056596086,-0.00029044034,11.827728,11.827728
1944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0021046642,4.6654815e-05,4.5219832e-09,0.15137556,0.15255475,-9.821226,0.002840981,-0.0028819884,-0.0016477979,11.827728,11.827728
2944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0022754006,4.000427e-05,1.3885013e-09,0.18784949,0.13317174,-9.774109,0.0012517546,-0.0007149515,-0.0013890129,11.827728,11.827728
3944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0021085057,3.7719707e-05,9.0826396e-10,0.2824032,-0.068595394,-9.881964,-0.00014625749,-0.0011237436,0.00090669317,11.827728,11.827728
4944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0023434376,4.5837915e-05,1.4661223e-09,-0.12901132,0.17089863,-9.5179205,0.0015650531,0.0067894477,0.000335536,11.827728,11.827728
5944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0018922825,3.582124e-05,9.17508e-10,0.22699483,0.041694,-9.914335,-0.0006158299,-0.0013414255,-0.00045104994,11.827728,11.827728
6944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0016590547,2.9544271e-05,6.471594e-10,0.1500964,-0.044396516,-9.750956,-0.0004570566,-0.0013660945,0.0023528542,11.827728,11.827728
7944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.001908546,3.422722e-05,8.8798446e-10,0.17133763,-0.013497782,-9.926948,4.024851e-05,-0.0013826672,-0.0010018545,11.827728,11.827728
8944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0019095651,3.8759626e-05,1.0493174e-09,0.011120027,0.49836943,-9.625675,0.0020897111,0.0015882734,-0.00066021085,11.827728,11.827728
9944000,1311004,1311004,0,0,0,0,0,250.0,250.0,250.0,250.0,0.0017600864,3.2612057e-05,7.62267e-10,0.12534216,0.21480474,-9.76741,0.002255801,-0.0010004607,-6.379118e-05,11.827728,11.827728
