timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
196000,0.014381037,-0.026898175,0.016511232,4000,0,0.014365209,-1.0163385,-9.929954,4000,0
200000,-0.020240027,-0.02263705,0.014380782,4000,0,0.6272809,-1.2653353,-11.1246605,4000,0
204000,-0.055127397,-0.019174978,0.0069239326,4000,0,1.3084315,-1.4317324,-11.936293,4000,0
208000,-0.09480851,-0.011718119,0.0005322415,4000,0,0.6452374,-1.4233527,-11.282676,4000,0
212000,-0.13076119,-0.001065456,-0.0053268,4000,0,-0.043095633,-1.4089875,-10.638638,4000,0
216000,-0.1632518,0.008788386,-0.007723609,4000,0,-0.06105215,-1.3706806,-10.491392,4000,0
220000,-0.19787286,0.01464758,-0.0058591724,4000,0,-0.089782566,-1.2856861,-10.177752,4000,0
224000,-0.23435824,0.012783088,-0.008255499,4000,0,-0.07422027,-1.2018894,-9.835382,4000,0
228000,-0.2724414,0.011451512,-0.010652378,4000,0,0.038307235,-1.0977414,-9.496601,4000,0
232000,-0.31292143,0.01225083,-0.009054666,4000,0,0.1221043,-0.9900023,-9.245213,4000,0
236000,-0.35366786,0.014114962,-0.008255829,4000,0,0.16519995,-0.88824874,-9.099163,4000,0
240000,-0.39148474,0.01597929,-0.006391629,4000,0,0.22984338,-0.83078796,-9.022549,4000,0
248000,-0.46871647,0.0013315334,-0.005857731,4000,0,0.21428105,-0.7793125,-9.2224655,4000,0
252000,-0.51212597,0.000799699,-0.0015977944,4000,0,0.15442601,-0.81761986,-9.352949,4000,0
256000,-0.5507417,7.933788e-07,0.0029296244,4000,0,0.062249243,-0.82959086,-9.441534,4000,0
260000,-0.5816344,-0.00079946755,0.00026646286,4000,0,0.08738837,-0.82121116,-9.451111,4000,0
264000,-0.6013419,-0.01358295,-0.0039922693,4000,0,0.5949592,-0.7218517,-9.884462,4000,0
268000,-0.5792376,-0.04127972,-0.007451201,4000,0,0.8798692,-0.27533305,-10.936715,4000,0
272000,-0.5249091,-0.049802586,-0.014378678,4000,0,0.20709848,0.3543421,-11.708843,4000,0
