timestamp,timestamp_sample,device_id,error_count,pressure,temperature
988000,988000,6620428,0,955.95966,11.827667
1996000,1996000,6620428,0,955.94995,11.827667
2984000,2984000,6620428,0,955.9499,11.827667
3992000,3992000,6620428,0,955.963,11.827667
5000000,5000000,6620428,0,955.93915,11.827667
5984000,5984000,6620428,0,955.94336,11.827667
6992000,6992000,6620428,0,955.9409,11.827667
8000000,8000000,6620428,0,955.9466,11.827667
8988000,8988000,6620428,0,955.9393,11.827667
9996000,9996000,6620428,0,955.9398,11.827667
10984000,10984000,6620428,0,955.9371,11.827667
11992000,11992000,6620428,0,955.9414,11.827667
13000000,13000000,6620428,0,955.9581,11.827667
13988000,13988000,6620428,0,955.9581,11.827667
14996000,14996000,6620428,0,955.9198,11.827667
15980000,15980000,6620428,0,955.9554,11.827667
16988000,16988000,6620428,0,955.93756,11.827667
17996000,17996000,6620428,0,955.9399,11.827667
18984000,18984000,6620428,0,955.9487,11.827667
19992000,19992000,6620428,0,955.94214,11.827667
21000000,21000000,6620428,0,955.9451,11.827667
21988000,21988000,6620428,0,955.9583,11.827576
22996000,22996000,6620428,0,955.93823,11.827393
23984000,23984000,6620428,0,955.9398,11.827148
24992000,24992000,6620428,0,955.9312,11.826935
26000000,26000000,6620428,0,955.9312,11.826782
26984000,26984000,6620428,0,955.9432,11.826691
27992000,27992000,6620428,0,955.934,11.82663
29000000,29000000,6620428,0,955.93256,11.82666
29988000,29988000,6620428,0,955.92944,11.826721
30996000,30996000,6620428,0,955.9349,11.826813
31984000,31984000,6620428,0,955.9371,11.826935
32992000,32992000,6620428,0,955.94904,11.827087
34000000,34000000,6620428,0,955.9324,11.8272705
34988000,34988000,6620428,0,955.9667,11.827423
35992000,35992000,6620428,0,955.9491,11.827545
36980000,36980000,6620428,0,955.9325,11.827515
37988000,37988000,6620428,0,955.9544,11.827362
38996000,38996000,6620428,0,955.951,11.827118
39984000,39984000,6620428,0,955.92596,11.826843
