timestamp,time_utc_usec,device_id,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,automatic_gain_control,fix_type,jamming_state,vel_ned_valid,satellites_used
796000,1659638856904790,0,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.01,0.0,1.5526448,0,nan,nan,0,3,0,1,10
1996000,1659638858104790,0,473977419,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,1.5599753,0,nan,nan,0,3,0,1,10
2796000,1659638858903790,0,473977419,85455940,488047,488047,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.3419837,0,nan,nan,0,3,0,1,10
3996000,1659638860103789,0,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,3.4180527,0,nan,nan,0,3,0,1,10
4796000,1659638860904790,0,473977420,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.8916887,0,nan,nan,0,3,0,1,10
5996000,1659638862103789,0,473977419,85455939,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.01,0.0,0.0,6.0030594,0,nan,nan,0,3,0,1,10
6796000,1659638862904790,0,473977420,85455940,488049,488049,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.5418237,0,nan,nan,0,3,0,1,10
7996000,1659638864103789,0,473977420,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.2572615,0,nan,nan,0,3,0,1,10
8996000,1659638865103789,0,473977420,85455939,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,-0.01,0.0,0.01,2.7096236,0,nan,nan,0,3,0,1,10
9796000,1659638865903790,0,473977419,85455940,488050,488050,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,2.8213246,0,nan,nan,0,3,0,1,10
10996000,1659638867103789,0,473977419,85455940,488048,488048,0.25,0.5,1.0,1.0,0.0,0.0,0,0,0.0,0.0,0.0,0.01,5.492551,0,nan,nan,0,3,0,1,10
