timestamp,lat,lon,alt,x,y,z,yaw,valid_alt,valid_hpos,valid_lpos,manual_home
1212000,0.0,0.0,488.04572,0.0,0.0,0.0,0.0,1,0,0,0
6612000,47.39774174906388,8.545593809288661,488.03674,-0.027902823,-0.014354537,0.008970352,1.5688646,1,1,1,0
16356000,47.39774174342586,8.54559402335349,487.98013,-0.028529743,0.0017577799,0.06558191,1.5844729,1,1,1,0
18108000,47.397741659019644,8.545594025881462,487.95786,-0.037915286,0.0019480563,0.08786948,1.5860322,1,1,1,0
