timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
4552000,0.0,-0.0,1.5721829,0.0,0.7066164,0.0,0.0,0.70759684,0.0,0.0,-0.0,0,0,0,0,0
4560000,0.0,-0.0,1.5722511,0.0,0.70659226,0.0,0.0,0.7076209,0.0,0.0,-0.0,0,0,0,0,0
4608000,0.0,-0.0,1.5724931,0.0,0.7065066,0.0,0.0,0.7077064,0.0,0.0,-0.0,0,0,0,0,0
4656000,0.0,-0.0,1.5724747,0.0,0.7065131,0.0,0.0,0.70769995,0.0,0.0,-0.0,0,0,0,0,0
4704000,0.0,-0.0,1.5722272,0.0,0.70660067,0.0,0.0,0.7076125,0.0,0.0,-0.0,0,0,0,0,0
4756000,0.0,-0.0,1.5716344,0.0,0.7068104,0.0,0.0,0.707403,0.0,0.0,-0.0,0,0,0,0,0
4804000,0.0,-0.0,1.5709537,0.0,0.7070511,0.0,0.0,0.70716244,0.0,0.0,-0.0,0,0,0,0,0
4856000,0.0,-0.0,1.5702658,0.0,0.70729434,0.0,0.0,0.7069192,0.0,0.0,-0.0,0,0,0,0,0
4904000,0.0,-0.0,1.5696176,0.0,0.7075234,0.0,0.0,0.7066899,0.0,0.0,-0.0,0,0,0,0,0
4952000,0.0,-0.0,1.5691144,0.0,0.70770115,0.0,0.0,0.7065119,0.0,0.0,-0.0,0,0,0,0,0
5008000,0.0,-0.0,1.5686693,0.0,0.7078584,0.0,0.0,0.7063544,0.0,0.0,-0.0,0,0,0,0,0
5052000,0.0,-0.0,1.5685549,0.0,0.7078988,0.0,0.0,0.70631385,0.0,0.0,-0.0,0,0,0,0,0
5108000,0.0,-0.0,1.5687985,0.0,0.7078127,0.0,0.0,0.7064001,0.0,0.0,-0.0,0,0,0,0,0
5152000,0.0,-0.0,1.5690507,0.0,0.7077237,0.0,0.0,0.7064893,0.0,0.0,-0.0,0,0,0,0,0
5204000,0.0,-0.0,1.5692818,0.0,0.707642,0.0,0.0,0.7065711,0.0,0.0,-0.0,0,0,0,0,0
5252000,0.0,-0.0,1.5694423,0.0,0.70758533,0.0,0.0,0.7066279,0.0,0.0,-0.0,0,0,0,0,0
5308000,0.0,-0.0,1.5694983,0.0,0.70756555,0.0,0.0,0.7066477,0.0,0.0,-0.0,0,0,0,0,0
5352000,0.0,-0.0,1.5694569,0.0,0.70758015,0.0,0.0,0.7066331,0.0,0.0,-0.0,0,0,0,0,0
5408000,0.0,-0.0,1.5694902,0.0,0.7075684,0.0,0.0,0.70664483,0.0,0.0,-0.0,0,0,0,0,0
5452000,0.0,-0.0,1.5694681,0.0,0.7075762,0.0,0.0,0.706637,0.0,0.0,-0.0,0,0,0,0,0
5508000,0.0,-0.0,1.5691928,0.0,0.7076735,0.0,0.0,0.70653963,0.0,0.0,-0.0,0,0,0,0,0
5552000,0.0,-0.0,1.5692896,0.0,0.7076393,0.0,0.0,0.70657384,0.0,0.0,-0.0,0,0,0,0,0
5604000,0.0,-0.0,1.5692596,0.0,0.7076499,0.0,0.0,0.7065633,0.0,0.0,-0.0,0,0,0,0,0
5656000,0.0,-0.0,1.5692723,0.0,0.7076454,0.0,0.0,0.70656776,0.0,0.0,-0.0,0,0,0,0,0
5704000,0.0,-0.0,1.5693007,0.0,0.7076354,0.0,0.0,0.7065778,0.0,0.0,-0.0,0,0,0,0,0
5752000,0.0,-0.0,1.569217,0.0,0.70766497,0.0,0.0,0.70654815,0.0,0.0,-0.0,0,0,0,0,0
5804000,0.0,-0.0,1.5692459,0.0,0.7076547,0.0,0.0,0.7065584,0.0,0.0,-0.0,0,0,0,0,0
5856000,0.0,-0.0,1.5692266,0.0,0.7076615,0.0,0.0,0.7065516,0.0,0.0,-0.0,0,0,0,0,0
5904000,0.0,-0.0,1.5691482,0.0,0.7076892,0.0,0.0,0.70652384,0.0,0.0,-0.0,0,0,0,0,0
5956000,0.0,-0.0,1.5691916,0.0,0.7076739,0.0,0.0,0.7065392,0.0,0.0,-0.0,0,0,0,0,0
6004000,0.0,-0.0,1.5691406,0.0,0.70769197,0.0,0.0,0.70652115,0.0,0.0,-0.0,0,0,0,0,0
6056000,0.0,-0.0,1.5691724,0.0,0.7076807,0.0,0.0,0.7065324,0.0,0.0,-0.0,0,0,0,0,0
6108000,0.0,-0.0,1.5693291,0.0,0.7076253,0.0,0.0,0.70658785,0.0,0.0,-0.0,0,0,0,0,0
6156000,0.0,-0.0,1.5693839,0.0,0.70760596,0.0,0.0,0.7066072,0.0,0.0,-0.0,0,0,0,0,0
6204000,0.0,-0.0,1.5695083,0.0,0.707562,0.0,0.0,0.7066513,0.0,0.0,-0.0,0,0,0,0,0
6256000,0.0,-0.0,1.5694308,0.0,0.7075894,0.0,0.0,0.70662385,0.0,0.0,-0.0,0,0,0,0,0
6308000,0.0,-0.0,1.5694542,0.0,0.70758116,0.0,0.0,0.7066321,0.0,0.0,-0.0,0,0,0,0,0
6356000,0.0,-0.0,1.5692747,0.0,0.7076446,0.0,0.0,0.7065686,0.0,0.0,-0.0,0,0,0,0,0
6408000,0.0,-0.0,1.5692374,0.0,0.70765775,0.0,0.0,0.70655537,0.0,0.0,-0.0,0,0,0,0,0
6452000,0.0,-0.0,1.5691198,0.0,0.7076993,0.0,0.0,0.7065138,0.0,0.0,-0.0,0,0,0,0,0
6504000,0.0,-0.0,1.568969,0.0,0.7077525,0.0,0.0,0.7064604,0.0,0.0,-0.0,0,0,0,0,0
6556000,0.0,-0.0,1.5688479,0.0,0.7077953,0.0,0.0,0.70641756,0.0,0.0,-0.0,0,0,0,0,0
6608000,0.0,-0.0,1.5688658,0.0,0.707789,0.0,0.0,0.7064239,0.0,0.0,-0.0,0,0,0,0,0
6644000,0.0,0.0,1.5688342,0.0,0.70780015,0.0,0.0,0.70641273,0.0,0.0,-0.001,0,0,0,0,0
6704000,0.0,0.0,1.5689273,0.0,0.70776725,0.0,0.0,0.70644575,0.0,0.0,-0.001,0,0,0,0,0
6744000,0.0,0.0,1.5688678,0.0,0.7077883,0.0,0.0,0.7064246,0.0,0.0,-0.001,0,0,0,0,0
6804000,0.0,0.0,1.5688826,0.0,0.7077831,0.0,0.0,0.7064299,0.0,0.0,-0.001,0,0,0,0,0
6844000,0.0,0.0,1.568882,0.0,0.7077832,0.0,0.0,0.7064298,0.0,0.0,-0.001,0,0,0,0,0
6904000,0.0,0.0,1.5690693,0.0,0.7077171,0.0,0.0,0.7064959,0.0,0.0,-0.001,0,0,0,0,0
6944000,0.0,0.0,1.5690434,0.0,0.70772624,0.0,0.0,0.7064868,0.0,0.0,-0.001,0,0,0,0,0
7004000,0.0,0.0,1.5688971,0.0,0.7077779,0.0,0.0,0.706435,0.0,0.0,-0.001,0,0,0,0,0
7044000,0.0,0.0,1.5688452,0.0,0.7077963,0.0,0.0,0.7064166,0.0,0.0,-0.001,0,0,0,0,0
7104000,0.0,0.0,1.5688115,0.0,0.7078082,0.0,0.0,0.7064047,0.0,0.0,-0.001,0,0,0,0,0
7144000,0.0,0.0,1.5687668,0.0,0.70782393,0.0,0.0,0.706389,0.0,0.0,-0.001,0,0,0,0,0
7204000,0.0,0.0,1.5687455,0.0,0.7078315,0.0,0.0,0.7063813,0.0,0.0,-0.001,0,0,0,0,0
7244000,0.0,0.0,1.5687679,0.0,0.7078236,0.0,0.0,0.70638937,0.0,0.0,-0.001,0,0,0,0,0
7304000,0.0,0.0,1.5685418,0.0,0.7079034,0.0,0.0,0.7063093,0.0,0.0,-0.001,0,0,0,0,0
7344000,0.0,0.0,1.5685234,0.0,0.7079099,0.0,0.0,0.7063028,0.0,0.0,-0.001,0,0,0,0,0
7404000,0.0,0.0,1.5684487,0.0,0.70793635,0.0,0.0,0.7062763,0.0,0.0,-0.001,0,0,0,0,0
7444000,0.0,0.0,1.5686269,0.0,0.70787334,0.0,0.0,0.70633936,0.0,0.0,-0.001,0,0,0,0,0
7504000,0.0,0.0,1.5689741,0.0,0.70775074,0.0,0.0,0.7064622,0.0,0.0,-0.001,0,0,0,0,0
7544000,0.0,0.0,1.5690647,0.0,0.70771873,0.0,0.0,0.7064943,0.0,0.0,-0.001,0,0,0,0,0
7604000,0.0,0.0,1.56928,0.0,0.7076427,0.0,0.0,0.7065705,0.0,0.0,-0.001,0,0,0,0,0
7656000,0.0,0.0,1.569355,0.0,0.70761615,0.0,0.0,0.7065971,0.0,0.0,-0.001,0,0,0,0,0
7704000,0.0,0.0,1.5694398,0.0,0.7075862,0.0,0.0,0.706627,0.0,0.0,-0.001,0,0,0,0,0
7756000,0.0,0.0,1.5695407,0.0,0.7075505,0.0,0.0,0.7066628,0.0,0.0,-0.001,0,0,0,0,0
7804000,0.0,0.0,1.5694625,0.0,0.7075782,0.0,0.0,0.70663506,0.0,0.0,-0.001,0,0,0,0,0
7844000,0.0,0.0,1.5694889,0.0,0.7075689,0.0,0.0,0.70664436,0.0,0.0,-0.001,0,0,0,0,0
7904000,0.0,0.0,1.5694101,0.0,0.7075967,0.0,0.0,0.7066165,0.0,0.0,-0.001,0,0,0,0,0
7956000,0.0,0.0,1.5695152,0.0,0.7075595,0.0,0.0,0.7066537,0.0,0.0,-0.001,0,0,0,0,0
8004000,0.0,0.0,1.5694963,0.0,0.70756626,0.0,0.0,0.706647,0.0,0.0,-0.001,0,0,0,0,0
8044000,0.0,0.0,1.5695893,0.0,0.7075334,0.0,0.0,0.70667994,0.0,0.0,-0.001,0,0,0,0,0
8104000,0.0,0.0,1.5697649,0.0,0.7074714,0.0,0.0,0.70674205,0.0,0.0,-0.001,0,0,0,0,0
8156000,0.0,0.0,1.5700845,0.0,0.7073584,0.0,0.0,0.70685506,0.0,0.0,-0.001,0,0,0,0,0
