timestamp,accel_device_id,gyro_device_id
36000,1310988,1310988
708000,1310988,1310988
30456000,1310996,1310996
36544000,1311004,1311004
36552000,1310996,1310996
42276000,1310996,1310996
48356000,1311004,1311004
48376000,1310996,1310996
58420000,1311004,1311004
58432000,1310996,1310996
58592000,1311004,1311004
58600000,1311004,1311004
63948000,1310996,1310996
63964000,1311004,1311004
69516000,1310996,1310996
69524000,1311004,1311004
69532000,1310996,1310996
79544000,1310988,1310988
