timestamp,speed_xy,speed_up,speed_down,want_takeoff
6648000,5.0,3.0,1.0,0
6668000,5.0,3.0,1.0,0
7648000,5.0,3.0,1.0,0
8628000,5.0,3.0,1.0,0
9588000,5.0,3.0,1.0,0
75672000,5.0,3.0,1.0,0
75692000,5.0,3.0,1.0,0
76672000,5.0,3.0,1.0,0
77672000,5.0,3.0,1.0,0
78672000,5.0,3.0,1.0,0
79672000,5.0,3.0,1.0,0
80672000,5.0,3.0,1.0,0
81672000,5.0,3.0,1.0,0
