timestamp,instance_count,seq_reached,seq_current,seq_total,item_changed_index,item_do_jump_remaining,valid,warning,finished,failure,stay_in_failsafe,flight_termination,item_do_jump_changed,execution_mode
6608000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
75656000,1,-1,0,0,0,0,0,0,0,0,0,0,0,0
78028000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78076000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78128000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78176000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78228000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78276000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78328000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78376000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78428000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78476000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78528000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78576000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78628000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78680000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78736000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78788000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78836000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78888000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78936000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
78988000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79036000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79088000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79136000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79184000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79236000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79288000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79336000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79388000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79436000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79488000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79536000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79588000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79636000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79688000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79736000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79788000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79836000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79888000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79936000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
79988000,1,-1,0,0,0,0,0,0,1,0,0,0,0,0
