timestamp,mag_inconsistency_angle
496000,7.1776767e-09
992000,7.731513e-09
1496000,9.159657e-09
1992000,8.64429e-09
2496000,9.258504e-06
2992000,9.281185e-07
3500000,9.500182e-08
3992000,0.00014518184
4500000,1.3723596e-05
4996000,1.3717452e-06
5488000,1.4398306e-07
5996000,2.0138957e-08
6500000,7.212746e-09
6996000,8.535177e-09
7492000,8.884285e-09
7996000,8.770059e-09
8492000,8.234915e-09
9000000,7.006048e-09
9492000,8.353802e-09
10000000,7.953917e-09
10496000,6.4468786e-09
10988000,7.852649e-09
11496000,8.007783e-09
12000000,0.0003526966
12496000,3.5079378e-05
12992000,3.4964555e-06
13496000,3.369775e-07
13992000,4.1039524e-08
14500000,1.2278455e-08
14620000,1.03765485e-08
34716000,9.9698765e-09
34728000,1.00151745e-08
35212000,7.723161e-09
