timestamp,timestamp_sample,accel_device_id,gyro_device_id,delta_angle[0],delta_angle[1],delta_angle[2],delta_velocity[0],delta_velocity[1],delta_velocity[2],delta_angle_dt,delta_velocity_dt,delta_velocity_clipping,calibration_count
500000,496000,1310988,1310988,-2.2370563e-05,-1.4913687e-05,-7.456867e-06,0.0,0.000119710785,-0.0390638,4000,4000,0,0
1000000,996000,1310988,1310988,-9.587376e-06,2.8762146e-05,-3.1957748e-06,-0.00029209268,5.2673124e-05,-0.039126046,4000,4000,0,0
1500000,1496000,1310988,1310988,3.1957973e-06,1.1717914e-05,9.587375e-06,-0.00019632454,2.3942697e-05,-0.03896324,4000,4000,0,0
2000000,1996000,1310988,1310988,1.4913709e-05,1.8109486e-05,-1.4913714e-05,0.00022984337,3.3519515e-05,-0.039557006,4000,4000,0,0
2500000,2496000,1310988,1310988,-4.261061e-06,-2.13053e-06,2.130524e-06,0.0001197101,7.182674e-05,-0.03916914,4000,4000,0,0
3000000,2996000,1310988,1310988,7.456893e-06,1.06526395e-05,-1.4913688e-05,-0.00010534488,-9.5767384e-05,-0.039149992,4000,4000,0,0
3500000,3496000,1310988,1310988,2.0240015e-05,-4.261065e-06,-7.4568734e-06,9.5768075e-05,-0.00020111229,-0.039207447,4000,4000,0,0
4000000,3996000,1310988,1310988,-1.8109486e-05,-5.326342e-06,1.8109506e-05,1.4365211e-05,-0.00012928621,-0.039217032,4000,4000,0,0
4500000,4496000,1310988,1310988,2.130531e-06,7.456852e-06,-2.1305275e-06,-4.7884037e-05,-2.872974e-05,-0.03898719,4000,4000,0,0
5000000,4996000,1310988,1310988,1.065267e-05,7.456834e-06,-1.0652634e-05,0.00025378537,-0.00014365141,-0.039341528,4000,4000,0,0
5500000,5496000,1310988,1310988,-5.326311e-06,-1.0652614e-05,-2.2370574e-05,0.00022984337,-9.576126e-06,-0.039164353,4000,4000,0,0
6000000,5996000,1310988,1310988,-1.1717905e-05,2.1305232e-06,-6.391599e-06,-2.3942017e-05,2.8731105e-05,-0.039020706,4000,4000,0,0
6500000,6496000,1310988,1310988,-1.7044229e-05,-2.1305243e-06,9.587392e-06,0.00012928691,9.0980364e-05,-0.039135627,4000,4000,0,0
7000000,6996000,1310988,1310988,1.8109487e-05,-2.1305339e-05,-2.2370521e-05,-0.00012928691,-5.267176e-05,-0.039149992,4000,4000,0,0
7500000,7496000,1310988,1310988,-9.587381e-06,-2.130528e-06,9.587379e-06,-0.0001197101,2.39427e-05,-0.038944084,4000,4000,0,0
8000000,7996000,1310988,1310988,9.587363e-06,-1.4913714e-05,-1.0652885e-06,6.2249244e-05,-9.576123e-06,-0.039126046,4000,4000,0,0
8500000,8496000,1310988,1310988,-3.1958116e-06,1.8109495e-05,-1.1717915e-05,-0.00018674775,7.661515e-05,-0.039193083,4000,4000,0,0
9000000,8996000,1310988,1310988,-2.5566353e-05,2.0240033e-05,7.4568247e-06,0.00020111298,-7.661379e-05,-0.03904943,4000,4000,0,0
9500000,9496000,1310988,1310988,1.0652613e-05,1.2783197e-05,4.261071e-06,-2.3942017e-05,0.00010055717,-0.03935589,4000,4000,0,0
